model,scale,confidence,U_safe,note,U_tested_max,margin_needed_at_U_tested_max
model2_round6,soft,p99,0.5,safe across full tested range,0.5,0.366
model2_round6,soft,p999,0.5,safe across full tested range,0.5,0.369
model2_round6,tight,p99,0.1,breaks even at lowest tested U,0.5,0.386
model2_round6,tight,p999,0.1,breaks even at lowest tested U,0.5,0.394
