model,mode,utilization,jobs,deadline_miss_rate,C_count,C_mean,C_std,C_min,C_p50,C_p90,C_p95,C_p99,C_max,R_count,R_mean,R_std,R_min,R_p50,R_p90,R_p95,R_p99,R_max,delay_count,delay_mean,delay_std,delay_min,delay_p50,delay_p90,delay_p95,delay_p99,delay_max,tardiness_us_count,tardiness_us_mean,tardiness_us_std,tardiness_us_min,tardiness_us_p50,tardiness_us_p90,tardiness_us_p95,tardiness_us_p99,tardiness_us_max,compute_ratio_count,compute_ratio_mean,compute_ratio_std,compute_ratio_min,compute_ratio_p50,compute_ratio_p90,compute_ratio_p95,compute_ratio_p99,compute_ratio_max,delay_ratio_count,delay_ratio_mean,delay_ratio_std,delay_ratio_min,delay_ratio_p50,delay_ratio_p90,delay_ratio_p95,delay_ratio_p99,delay_ratio_max
model2,soft,0.1,5000,0.0,5000,7311.454852,55.69724753832963,7057.428,7314.6645,7365.8202,7391.79495,7447.033940000001,8461.259,5000,7323.973718399999,79.75979007684337,7065.787,7326.5055,7378.2707,7404.82005,7464.854560000001,11327.305,5000,12.5188664,56.24162533289884,5.716,10.4155,16.732000000000006,18.062700000000003,20.36741000000001,3978.359,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.9983294693738702,0.004974566180404167,0.6487815062806201,0.9985804645659297,0.9989075092792404,0.9989472515681482,0.9989928648645596,0.9992282372282104,5000,0.001670530626129718,0.004974566180404167,0.0007717627717895053,0.0014195354340703135,0.0022787237101214108,0.0024599449154705084,0.0027813088765981328,0.35121849371937985
model2,soft,0.2,5000,0.0,5000,14176.1956124,110.82461927354046,13814.49,14177.141500000002,14244.7142,14263.970749999999,14342.59,19308.594,5000,14195.112581599999,287.825518658433,13828.963,14192.072,14260.230099999999,14279.7659,14358.546330000001,32967.874,5000,18.916969199999997,264.85929550661933,11.469,14.929,16.6471,17.611150000000002,20.07007,18742.942,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.9988175158588715,0.00802637769527563,0.43147859640570085,0.9989480389097376,0.9990351592956892,0.9990585794024047,0.9991028596503606,0.99919357991455,5000,0.001182484141128532,0.00802637769527563,0.0008064200854500131,0.001051961090262328,0.001173668475593479,0.0012384594585070493,0.001407395885470748,0.568521403594299
model2,soft,0.3,5000,0.0,5000,21139.174497599997,79.08037784000442,20736.944,21147.33,21227.2662,21249.7437,21290.302740000003,22035.217,5000,21155.0659644,79.21309665096135,20752.044,21162.931,21243.4395,21265.14345,21309.28925,22051.151,5000,15.8914668,6.082831296280833,12.143,15.575,17.5102,18.21405,20.22904,369.243,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.9992488640406831,0.00028469918393484627,0.9827654996522229,0.9992636080325452,0.9993279364038355,0.9993455142606313,0.9993774687003993,0.9994285954676134,5000,0.0007511359593167521,0.00028469918393484735,0.0005714045323865858,0.0007363919674547942,0.0008286469535158866,0.0008619408930710872,0.000955464171112606,0.017234500347777106
model2,soft,0.4,5000,0.0,5000,28053.266208000005,99.46782308504291,27535.538,28061.582,28164.124499999998,28191.539,28247.71784,28828.589,5000,28068.609512399995,99.97699142204576,27548.853,28076.712,28180.0477,28206.639199999998,28263.52041,28848.486,5000,15.3433044,10.300763339792693,10.138,15.026,16.888500000000004,17.638150000000003,19.43906,731.322,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.9994534865355509,0.00035888455042128094,0.974526129907883,0.9994649751063367,0.9995154878537261,0.9995282034316932,0.9995554967951129,0.9996381050598361,5000,0.0005465134644491371,0.0003588845504212806,0.0003618949401640022,0.0005350248936632951,0.000601672276881401,0.0006280549186768006,0.000689707200576822,0.025473870092116987
model2,soft,0.5,5000,0.0,5000,35053.3642482,120.29329774990836,34499.062,35067.2375,35187.0266,35216.4995,35281.46982,35759.843,5000,35068.536358599995,120.3674667843019,34515.32,35082.431,35201.8321,35231.892100000005,35296.09465,35801.448,5000,15.1721104,2.141367237010174,8.01,14.993500000000001,16.978300000000004,17.751150000000003,19.789990000000024,73.856,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.9995673622581882,6.098312400718016e-05,0.9978904743876268,0.9995724299377429,0.9996189500187781,0.9996308255097521,0.9996523541807744,0.9997720486251873,5000,0.0004326377418116135,6.098312400718218e-05,0.0002279513748128757,0.00042757006225716866,0.0004841755059655955,0.0005063543117122065,0.0005651064338222806,0.0021095256123732408
model2,soft,0.6,5000,0.0,5000,41865.218090999995,135.21241343665827,41233.519,41876.065,42014.122200000005,42049.84585,42124.5838,43334.185,5000,41879.784115200004,137.96131649334913,41245.974,41890.6475,42028.6353,42065.25805,42140.57199,43797.612,5000,14.566024200000003,25.910112623839563,8.164,13.713,16.152400000000004,17.447200000000006,21.909330000000008,1825.629,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.9996525787445404,0.0005919790893841784,0.9583167000063839,0.999672634442251,0.9997106352055491,0.9997197416666792,0.9997367098383044,0.9998053701159975,5000,0.00034742125545971994,0.0005919790893841784,0.0001946298840025917,0.0003273655577490912,0.00038528605624854714,0.00041645143806623045,0.0005223973676270648,0.041683299993616085
model2,soft,0.7,5000,0.0,5000,49020.143983,207.27528147196554,48281.619,49024.5795,49166.1777,49209.4197,49320.53104,57499.659,5000,49046.022179399995,275.8214879889428,48294.881,49046.766,49190.2259,49237.9297,49339.54351,58606.937,5000,25.8781964,156.52770776746084,7.128,14.447,43.474,52.52505000000001,105.34935000000024,8207.742,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.9994824809881065,0.0026967460396493744,0.8599527219789699,0.9997054342374089,0.9997659320782479,0.999782883619105,0.9998056113000223,0.9998547735287104,5000,0.0005175190118936218,0.002696746039649375,0.00014522647128952326,0.00029456576259120356,0.0008860135620649168,0.001073837726232342,0.0021456700286467826,0.14004727802103017
model2,soft,0.8,5000,0.0,5000,55943.65471239999,156.2003521109092,55026.233,55952.5205,56115.1563,56160.1849,56274.1846,57475.112,5000,55953.2021936,156.26874524755604,55034.464,55961.7405,56124.205,56169.4579,56286.027669999996,57486.47,5000,9.5474812,2.3219817954364386,5.236,8.881,12.4041,13.33405,17.430240000000005,51.337,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.9998293695803855,4.1473165373696414e-05,0.9990850700404307,0.9998412057735079,0.9998707716805038,0.9998752526719855,0.9998804682518551,0.9999062875052448,5000,0.00017063041961457777,4.1473165373694855e-05,9.371249475529503e-05,0.0001587942264921663,0.00022170269774016667,0.0002384547582887877,0.00031173746084457455,0.0009149299595692813
model2,soft,0.9,5000,0.0,5000,62803.0347632,168.16659725407402,61882.113,62816.983,62979.165199999996,63027.819749999995,63123.53484,65385.725,5000,62812.52552880001,168.29984830755149,61892.473,62826.1605,62989.394700000004,63036.828649999996,63134.18473,65394.774,5000,9.490765600000001,2.297648629207978,6.014,8.937000000000001,12.236,13.244800000000003,16.85408,38.018,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.999848908552407,3.6544432291545904e-05,0.9993948294898899,0.9998576990519008,0.9998854119700138,0.9998892222554523,0.9998940341678982,0.9999041486745542,5000,0.00015109144759297845,3.6544432291546826e-05,9.58513254458031e-05,0.00014230094809919653,0.00019458095736333457,0.0002107324120079117,0.0002679737092194158,0.0006051705101101265
model2,soft,0.94,5000,0.0,5000,68870.4489034,1510.4528426385887,65637.359,69570.03899999999,70496.64270000001,70551.893,70672.32989,71360.316,5000,68880.782172,1510.7091202235881,65645.179,69582.2595,70505.0629,70562.51695,70684.06299,71372.033,5000,10.3332686,3.1447383307817294,4.499,9.696,14.1072,15.77205,19.143100000000004,57.653,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.999849993817609,4.5609574796105423e-05,0.999145540229237,0.9998591813460476,0.9998936046692903,0.9998972230692897,0.9999028356269615,0.999933278371163,5000,0.00015000618239095377,4.560957479610661e-05,6.672162883705536e-05,0.00014081865395249547,0.00020505374439529472,0.00022928363029197648,0.0002735036876603778,0.0008544597707629663
