model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model2,tight,0.1,5000,0.0058,683.8045,947.2454900000005,10030.935491,10131.674,671.3910000000001,884.548380000001,0.06838045000000001,0.09472454900000005,1.0030935491000001,0.6713910000000001,0.8845483800000009,0.0006805555555555556,0.00200103777777778
model2,tight,0.2,5000,1.0,10015.9925,10619.71783,12738.548876001487,43116.813,2519.048,3158.2077800000006,1.00159925,1.0619717830000002,1.2738548876001488,1.2595239999999999,1.5791038900000003,0.46853287499999996,0.46971512125000003
model2,tight,0.3,5000,1.0,11014.4525,11772.260790000002,15213.495084000979,20489.401,4203.5125,4887.18087,1.10144525,1.177226079,1.5213495084000979,1.4011708333333333,1.62906029,0.4864165714285715,0.4888097371428572
model2,tight,0.4,5000,0.9998,10124.975,11268.378530000002,12833.907509,28042.761,4959.3935,6001.366240000003,1.0124975,1.126837853,1.2833907509000002,1.2398483750000002,1.5003415600000007,0.4304536666666666,0.43281100083333335
model2,tight,0.5,5000,1.0,11182.837,12344.606160000003,13465.706623,14062.82,6251.405,7440.70286,1.1182837,1.2344606160000002,1.3465706623,1.250281,1.488140572,0.49291440000000003,0.495508783
model2,tight,0.6,5000,1.0,11423.7325,12818.911460000003,14774.241710000035,20148.409,8206.824499999999,9547.31218,1.14237325,1.2818911460000004,1.4774241710000033,1.3678040833333331,1.5912186966666668,0.4021096875000001,0.4053604200000001
model2,tight,0.7,5000,1.0,11914.2595,13394.238240000008,15815.58751100003,20030.419,9376.030999999999,10815.854340000004,1.1914259500000002,1.339423824000001,1.581558751100003,1.339433,1.5451220485714292,0.42324224999999993,0.42824378500000015
model2,tight,0.8,5000,1.0,12172.380000000001,13963.904380000005,16199.664533000005,103990.69,10330.6955,12049.462610000013,1.217238,1.3963904380000007,1.6199664533000004,1.2913369375000001,1.5061828262500017,0.46049062499999993,0.46631969500000003
model2,tight,0.9,5000,1.0,12607.385,14062.7783,17329.03635000001,17942.695,12023.2095,13418.419180000003,1.2607385,1.40627783,1.732903635000001,1.3359121666666667,1.4909354644444446,0.2919567499999998,0.32845462500000033
model2,tight,0.94,5000,1.0,12448.016,13664.340060000004,16612.680889000225,18711.139,12434.5465,13647.896780000003,1.2448016,1.3664340060000004,1.6612680889000226,1.3228240957446809,1.4519039127659576,0.010578750000000432,0.022194066666667855
model2,soft,0.1,5000,1.0,102397.042,103981.66258999999,105539.472387,106949.261,13249.784,14842.76585,1.02397042,1.0398166259,1.05539472387,1.3249784,1.484276585,0.49510248333333334,0.49691496716666667
model2,soft,0.2,5000,1.0,105335.986,107939.30835,118957.85136800005,201317.701,25854.285,28466.73568,1.05335986,1.0793930835,1.1895785136800006,1.29271425,1.423336784,0.49674543125000004,0.49726573881249997
model2,soft,0.3,5000,1.0,107255.4435,109238.25568,112840.84610700018,115517.151,37447.956999999995,39415.8416,1.072554435,1.0923825568,1.1284084610700018,1.2482652333333333,1.3138613866666666,0.49855128928571435,0.5000875535000001
model2,soft,0.4,5000,1.0,109721.4695,113155.54960000001,116378.72974100002,117988.324,49772.182499999995,53205.69538000002,1.097214695,1.1315554960000003,1.16378729741,1.2443045625,1.3301423845000004,0.49958820833333334,0.49987407
model2,soft,0.5,5000,1.0,111696.545,116382.94902,119957.49025200066,146739.08,61746.7495,66440.62737000002,1.11696545,1.1638294902000001,1.1995749025200066,1.23493499,1.3288125474,0.49952727500000005,0.5009847487000001
model2,soft,0.6,5000,1.0,119778.125,125867.24037000001,128975.09577800003,130646.947,79989.764,86359.78828000001,1.19778125,1.2586724037,1.2897509577800004,1.3331627333333333,1.4393298046666667,0.48843190000000003,0.5006614705
model2,soft,0.7,5000,1.0,123924.25349999999,128233.84845000002,131981.50061400002,135534.259,94693.995,98993.51174,1.239242535,1.2823384845,1.3198150061400002,1.3527713571428572,1.4141930248571428,0.4870735666666666,0.49063273066666657
model2,soft,0.8,5000,1.0,123900.882,128717.50803000001,132204.58864200002,133027.228,104552.7285,109387.2135,1.23900882,1.2871750803,1.32204588642,1.30690910625,1.36734016875,0.48343484999999997,0.48959602100000016
model2,soft,0.94,5000,1.0,130368.018,136713.85398,140418.59906500005,145373.974,124455.022,130771.12693000001,1.30368018,1.3671385398000004,1.4041859906500005,1.3239895957446808,1.3911822013829787,0.49398208333333304,0.5036313916666667
