model,mode,utilization,jobs,deadline_miss_rate,C_count,C_mean,C_std,C_min,C_p50,C_p90,C_p95,C_p99,C_max,R_count,R_mean,R_std,R_min,R_p50,R_p90,R_p95,R_p99,R_max,delay_count,delay_mean,delay_std,delay_min,delay_p50,delay_p90,delay_p95,delay_p99,delay_max,tardiness_us_count,tardiness_us_mean,tardiness_us_std,tardiness_us_min,tardiness_us_p50,tardiness_us_p90,tardiness_us_p95,tardiness_us_p99,tardiness_us_max,compute_ratio_count,compute_ratio_mean,compute_ratio_std,compute_ratio_min,compute_ratio_p50,compute_ratio_p90,compute_ratio_p95,compute_ratio_p99,compute_ratio_max,delay_ratio_count,delay_ratio_mean,delay_ratio_std,delay_ratio_min,delay_ratio_p50,delay_ratio_p90,delay_ratio_p95,delay_ratio_p99,delay_ratio_max
model1,tight,0.1,5000,0.0008,5000,377.1538962,29.400260588388644,352.465,370.47249999999997,385.3204,389.09590000000003,520.8800900000002,1136.32,5000,407.9628034,304.6450643653955,369.482,391.44500000000005,407.5103,413.88905,546.56577,11330.703,5000,30.808907199999993,291.8291688458548,14.88,19.6485,23.4061,26.370400000000018,42.54622000000011,10950.695,5000,0.30043880000000006,18.891686644529905,0.0,0.0,0.0,0.0,0.0,1330.703,5000,0.9464852739031743,0.03456528017297053,0.03353790139941008,0.9501149095526291,0.9540326965363857,0.9550030562450859,0.9579493761122481,0.9798713450046204,5000,0.053514726096825824,0.03456528017297053,0.02012865499537962,0.04988509044737094,0.05827282852733053,0.06459073010863034,0.10184699045758133,0.96646209860059
model1,tight,0.2,5000,0.0,5000,1391.4693126,33.90956031236909,1315.158,1384.408,1424.4615000000001,1428.27845,1454.9365300000002,1925.625,5000,1413.8060842,112.38675436797428,1332.44,1404.352,1445.5174000000002,1449.3591999999999,1483.4290400000002,7082.652,5000,22.336771600000002,107.4644085494598,14.72,19.6035,22.189300000000003,23.61555,34.09880000000002,5706.241,5000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,0.9853964791228295,0.01596303116236242,0.19433553985145677,0.9861013294490433,0.9871534185521484,0.987421906722625,0.9879061859595402,0.9894960344014614,5000,0.014603520877170506,0.015963031162362418,0.010503965598538558,0.013898670550956798,0.015638193745080745,0.01668347101043332,0.02337164263022844,0.8056644601485432
model1,tight,0.3,5000,0.01,5000,2128.9008472,153.26431810999387,1997.45,2096.952,2167.8819,2207.9928,2980.339780000001,3886.197,5000,2219.9471593999997,802.9607607600972,2020.188,2120.2045,2191.301,2231.21405,9036.288200000216,10244.909,5000,91.0463122,669.8372698316111,11.583,22.634999999999998,29.588300000000004,31.093600000000002,6351.453320000001,7069.97,5000,0.5379063999999999,7.560278780831287,0.0,0.0,0.0,0.0,0.16804000000366795,244.909,5000,0.9828822837084051,0.06676203090069256,0.23511452648147918,0.9894018641387845,0.9936125820803395,0.9937704237689369,0.9940230017339068,0.9955143056962316,5000,0.017117716291594944,0.06676203090069255,0.00448569430376855,0.010598135861215382,0.013790285440057263,0.014510996294504865,0.6246476406965235,0.7648854735185208
model1,tight,0.4,5000,0.0006,5000,2742.6528221999997,73.58081260520107,2604.431,2730.7245000000003,2805.6684,2810.31225,2837.89963,5402.706,5000,2767.8713774,227.03024416065296,2622.397,2750.5254999999997,2825.6442,2830.65105,2863.6364599999997,11237.43,5000,25.2185552,176.02281487946547,14.686,19.2245,21.4481,22.696150000000003,30.23175000000002,5909.957,5000,0.426678,19.692310045530512,0.0,0.0,0.0,0.0,0.0,1237.43,5000,0.9922981379609388,0.01840005178833104,0.3292302982700692,0.9930404987336228,0.9935132274075157,0.9936233410216271,0.9938061341700819,0.9947787956388757,5000,0.0077018620390613135,0.01840005178833104,0.005221204361124177,0.006959501266377194,0.007736804473138274,0.008170836857714593,0.01071841184933772,0.6707697017299308
model1,tight,0.5,5000,0.0002,5000,3437.6039562,63.65574476423145,3262.361,3414.567,3522.8193,3533.9537,3584.75208,4142.82,5000,3447.3988662,168.97828261347107,3273.39,3422.0119999999997,3530.4358,3543.01795,3593.82097,14508.153,5000,9.79491,155.92317752664448,4.698,7.12,8.2661,11.087750000000003,14.002490000000032,11031.722,5000,0.9016306000000001,63.754911138529565,0.0,0.0,0.0,0.0,0.0,4508.153,5000,0.9976457258575092,0.010743610426820179,0.23961913001606752,0.9979356656378502,0.9980512413052185,0.9980714968798547,0.998113739129481,0.998625330609744,5000,0.0023542741424906533,0.010743610426820179,0.0013746693902559994,0.0020643343621498046,0.0023959412662862075,0.003214039058783803,0.004066876579193755,0.7603808699839325
model1,tight,0.6,5000,0.0004,5000,4212.592764399999,91.22789572211161,4002.133,4197.6669999999995,4307.7489000000005,4314.37555,4375.26993,6463.943,5000,4236.245782999999,144.88410597983145,4020.849,4218.6715,4328.3003,4338.0017,4459.5926100000015,10157.174,5000,23.653018600000003,78.65131771010172,14.928,19.005,21.4431,23.148650000000004,156.27861000000001,3899.814,5000,0.0362516,2.248652524409351,0.0,0.0,0.0,0.0,0.0,157.174,5000,0.9946508751165567,0.008914637589750217,0.6109555745941474,0.9955036346697614,0.9958143993232157,0.9958830449471531,0.9960192573906566,0.9964320925246746,5000,0.005349124883443357,0.008914637589750217,0.003567907475325439,0.004496365330238599,0.00505501692967059,0.005455566484612542,0.03561144796039805,0.3890444254058525
model1,tight,0.7,5000,0.0002,5000,4864.3913170000005,79.8908145950299,4660.226,4834.9555,4982.858,4992.3901000000005,5040.36123,5614.563,5000,4873.7959685999995,159.61178628889311,4666.772,4842.4775,4990.1602,5000.3642,5049.007100000001,14637.607,5000,9.404651600000001,137.7009447387468,4.51,7.077500000000001,8.1424,10.054800000000004,13.87302,9743.856,5000,0.9275213999999999,65.58566716356403,0.0,0.0,0.0,0.0,0.0,4637.607,5000,0.998336498848281,0.009396943374844893,0.33432725718076733,0.9985500629443771,0.9986322173735975,0.9986470940386929,0.9986771387904899,0.9990625674883855,5000,0.0016635011517189262,0.009396943374844894,0.0009374325116144978,0.001449937055623081,0.0016717381316728487,0.0020442366019621933,0.0028235736216941252,0.6656727428192326
model1,tight,0.8,5000,0.0054,5000,5645.463612,308.02279807720356,5397.604,5583.48,5761.359100000001,5828.9961,6882.168200000002,9915.641,5000,5674.305404600001,402.4066200093929,5412.992,5607.2075,5783.4207,5850.367400000001,6914.966520000001,11370.679,5000,28.841792599999998,114.42877465152388,10.82,16.985500000000002,29.478100000000005,30.69405,39.779530000000015,2022.789,5000,2.690389,50.63807554764213,0.0,0.0,0.0,0.0,0.0,1370.679,5000,0.9955806248259101,0.010933311372812882,0.7983165099991804,0.9969895931655285,0.9974565275177908,0.9975155959677003,0.9976231811308425,0.9982445695081597,5000,0.004419375174089982,0.010933311372812884,0.0017554304918402815,0.0030104068344715138,0.0052259515684795164,0.005430367999925589,0.006901541959302381,0.20168349000081956
model1,tight,0.9,5000,0.0002,5000,6330.5588816,112.08435812907805,6070.156,6302.050499999999,6468.3435,6488.1429,6545.75256,8520.379,5000,6351.613198399999,204.2486321748229,6088.62,6320.854,6487.4254,6507.3111499999995,6565.01106,18405.422,5000,21.054316800000002,171.2041592973751,14.251,18.396,20.0871,20.9782,23.46302,12123.211,5000,1.6810844,118.87061789869185,0.0,0.0,0.0,0.0,0.0,8405.422,5000,0.9969342903230941,0.009282033873576416,0.34132393161102204,0.9971029750562805,0.9972865413303992,0.9973310132628108,0.9974124292839592,0.9977458329735,5000,0.003065709676905884,0.009282033873576416,0.0022541670265001736,0.002897024943719496,0.0031526288869011382,0.003306275610117198,0.0036602938295846846,0.658676068388978
model1,tight,0.94,5000,0.0072,5000,6780.158019600001,389.4717394867589,6495.333,6706.4400000000005,6899.5102,6987.40865,8731.53506,11719.926,5000,6803.157695399999,413.85419738874253,6522.877,6726.383,6920.2471000000005,7006.7669000000005,8780.556390000003,15226.315,5000,22.9996758,121.53952004353803,10.8,17.168,29.2672,30.5782,35.246010000000005,8498.231,5000,6.449523199999999,112.28308623165202,0.0,0.0,0.0,0.0,0.0,5226.315,5000,0.9967923650049901,0.008117321591582717,0.4418721141655088,0.9974692118657482,0.9978836925221842,0.9979256024939904,0.9980283073794185,0.9989717550791863,5000,0.003207634995009974,0.008117321591582717,0.0010282449208136879,0.0025307881342516454,0.00433221851064267,0.004492618005238782,0.005171344898601859,0.5581278858344911
