model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model2,tight,0.1,5000,0.0004,717.6175000000001,751.85036,810.596433000018,13573.074,710.0545,739.82135,0.07176175,0.075185036,0.0810596433000018,0.7100545,0.73982135,0.0004214999999999994,0.0007124105555555548
model2,tight,0.2,5000,0.0004,1463.669,1530.1183700000001,1613.1167050000313,17054.426,1456.254,1520.5769400000001,0.14636690000000002,0.153011837,0.16131167050000314,0.728127,0.7602884700000001,0.0004661249999999981,0.0007787699999999886
model2,tight,0.3,5000,0.0,2158.4235,2220.8839000000003,2458.4616020000035,5460.485,2151.0125,2211.41991,0.21584235,0.22208839000000002,0.24584616020000036,0.7170041666666667,0.7371399700000001,0.0005233214285714212,0.0008999685714285513
model2,tight,0.4,5000,0.0,2877.8779999999997,2945.0593200000003,3114.212146000031,6364.607,2868.488,2929.9651500000004,0.2877878,0.294505932,0.31142121460000316,0.717122,0.7324912875000001,0.00077658333333333,0.0015841933333333143
model2,tight,0.5,5000,0.0,3681.993,3768.62874,4000.8006960000075,4210.552,3673.9665,3760.22564,0.3681993,0.376862874,0.40008006960000075,0.7347933,0.7520451280000001,0.0007617999999999938,0.0014929870000000107
model2,tight,0.6,5000,0.0,4407.4905,4499.057830000001,4722.717285000006,5031.805,4398.111,4487.727500000001,0.4407490500000001,0.44990578300000006,0.4722717285000006,0.7330185,0.7479545833333334,0.0011684999999999946,0.002190957500000007
model2,tight,0.7,5000,0.0,5159.9005,5821.96283,5896.803718000002,8674.77,5152.362499999999,5812.14357,0.5159900500000001,0.582196283,0.5896803718000002,0.7360517857142856,0.8303062242857143,0.0012783333333333455,0.004316951666666642
model2,tight,0.8,5000,0.0004,5969.87,6189.44147,6736.890777000002,37408.735,5961.7805,6181.766670000001,0.5969869999999999,0.6189441469999999,0.6736890777000003,0.7452225625,0.7727208337500001,0.0019206250000000863,0.0036815049999999157
model2,tight,0.9,5000,0.0002,6792.9195,7421.97277,7473.38368500001,11762.547,6783.1705,7412.803360000001,0.6792919500000001,0.742197277,0.7473383685000009,0.7536856111111111,0.8236448177777779,0.004277749999999742,0.0064385649999997505
model2,tight,0.94,5000,0.0002,6976.668,7161.74569,7337.709486000002,12487.853,6969.371999999999,7151.6871200000005,0.6976667999999999,0.716174569,0.7337709486000001,0.7414225531914893,0.7608177787234043,0.006234166666666472,0.011961433333333401
model2,soft,0.1,5000,0.0,7326.5055,7464.854560000001,7642.955026000007,11327.305,7314.6645,7447.033940000001,0.073265055,0.0746485456,0.07642955026000006,0.73146645,0.7447033940000001,5.786388888888925e-05,0.00011315227777777889
model2,soft,0.2,5000,0.0,14192.072,14358.546330000001,14655.307827000139,32967.874,14177.141500000002,14342.59,0.14192072,0.1435854633,0.14655307827000139,0.7088570750000001,0.7171295,9.330625000000055e-05,0.00012543793749999818
model2,soft,0.3,5000,0.0,21162.931,21309.28925,21555.836278,22051.151,21147.33,21290.302740000003,0.21162931000000001,0.2130928925,0.21555836278,0.7049110000000001,0.709676758,0.0001112499999999922,0.00014449314285713835
model2,soft,0.4,5000,0.0,28076.712,28263.52041,28558.090581000004,28848.486,28061.582,28247.71784,0.28076712000000004,0.2826352041,0.28558090581000006,0.70153955,0.706192946,0.00012521666666666533,0.00016199216666665418
model2,soft,0.5,5000,0.0,35082.431,35296.09465,35556.500539,35801.448,35067.2375,35281.46982,0.35082431000000003,0.3529609465,0.35556500539,0.7013447500000001,0.7056293964,0.00014993500000000495,0.00019789990000004275
model2,soft,0.6,5000,0.0,41890.6475,42140.57199,42540.99729500002,43797.612,41876.065,42124.5838,0.418906475,0.4214057199,0.42540997295000027,0.6979344166666666,0.7020763966666668,0.00017141249999999672,0.0002738666249999952
model2,soft,0.7,5000,0.0,49046.766,49339.54351,51596.11538200008,58606.937,49024.5795,49320.53104,0.49046765999999997,0.49339543510000006,0.5159611538200009,0.7003511357142858,0.7045790148571428,0.00024078333333333527,0.0017558224999999394
model2,soft,0.8,5000,0.0,55961.7405,56286.027669999996,56721.12860400003,57486.47,55952.5205,56274.1846,0.559617405,0.5628602766999999,0.5672112860400004,0.69940650625,0.7034273075,0.00022202500000003056,0.0004357560000000068
model2,soft,0.9,5000,0.0,62826.1605,63134.18473,63557.04883000006,65394.774,62816.983,63123.53484,0.6282616050000001,0.6313418473000001,0.6355704883000006,0.6979664777777778,0.7013726093333333,0.00044685000000008586,0.0008427039999999652
model2,soft,0.94,5000,0.0,69582.2595,70684.06299,71135.969402,71372.033,69570.03899999999,70672.32989,0.6958225950000001,0.7068406299000001,0.71135969402,0.7401067978723403,0.7518332967021276,0.0008080000000002959,0.001595258333334229
