model,scale,U,n,miss_count,miss_rate,tardiness_max_us,tardiness_mean_us,longest_consecutive_miss_run,alpha_p99,alpha_max,delta_p99,delta_max
model3-w3_phys_cfs_round3,soft,0.1,5000,0,0.0,0.0,0.0,0,0.7532,0.9016,0.0014,0.0232
model3-w3_phys_cfs_round3,soft,0.2,5000,1,0.0002,78.3,78.3,1,0.7403,1.0007,0.0016,0.5004
model3-w3_phys_cfs_round3,soft,0.3,5000,0,0.0,0.0,0.0,0,0.7385,0.8408,0.0019,0.0784
model3-w3_phys_cfs_round3,soft,0.4,5000,0,0.0,0.0,0.0,0,0.7287,0.8863,0.0021,0.0028
model3-w3_phys_cfs_round3,soft,0.5,5000,0,0.0,0.0,0.0,0,0.7405,0.7988,0.0025,0.0872
model3-w3_phys_cfs_round3,soft,0.6,5000,0,0.0,0.0,0.0,0,0.7345,0.7599,0.003,0.0904
model3-w3_phys_cfs_round3,soft,0.7,5000,0,0.0,0.0,0.0,0,0.7342,0.7598,0.0038,0.0185
model3-w3_phys_cfs_round3,soft,0.8,5000,0,0.0,0.0,0.0,0,0.7163,0.7396,0.0057,0.0482
model3-w3_phys_cfs_round3,soft,0.9,5000,0,0.0,0.0,0.0,0,0.7328,0.7468,0.0028,0.1566
model3-w3_phys_cfs_round3,soft,0.94,5000,0,0.0,0.0,0.0,0,0.737,0.7584,0.005,0.0634
model3-w3_phys_cfs_round3,tight,0.1,5000,15,0.003,30035.8,2868.3,1,0.7963,4.1799,0.0028,1.992
model3-w3_phys_cfs_round3,tight,0.2,5000,12,0.0024,1285.2,478.4,2,0.7724,1.7275,0.0032,0.5286
model3-w3_phys_cfs_round3,tight,0.3,5000,3,0.0006,502.7,189.0,1,0.7563,1.6523,0.0034,0.5167
model3-w3_phys_cfs_round3,tight,0.4,5000,1,0.0002,27.5,27.5,1,0.755,0.9749,0.004,0.5597
model3-w3_phys_cfs_round3,tight,0.5,5000,3,0.0006,3658.3,1972.3,1,0.7497,0.9479,0.0045,1.0028
model3-w3_phys_cfs_round3,tight,0.6,5000,1,0.0002,25.8,25.8,1,0.7307,1.039,0.0051,0.4739
model3-w3_phys_cfs_round3,tight,0.7,5000,1,0.0002,2745.5,2745.5,1,0.7542,0.7938,0.0065,1.2726
model3-w3_phys_cfs_round3,tight,0.8,5000,2,0.0004,4762.1,2403.2,1,0.7544,1.0133,0.0079,2.2311
model3-w3_phys_cfs_round3,tight,0.9,5000,1,0.0002,899.5,899.5,1,0.7467,0.954,0.0158,2.196
model3-w3_phys_cfs_round3,tight,0.94,5000,0,0.0,0.0,0.0,0,0.7477,0.9541,0.0257,0.1563
