model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model3-w3_phys_cfs_round3,tight,0.1,5000,0.003,773.1995,871.679410000001,10231.395446,40035.81,750.3585,796.34184,0.07731995,0.0871679410000001,1.0231395446,0.7503584999999999,0.79634184,0.0012906111111111109,0.002836580555555558
model3-w3_phys_cfs_round3,tight,0.2,5000,0.0024,1490.771,1602.119290000001,10443.986189000001,11285.169,1467.6625,1544.77076,0.1490771,0.16021192900000011,1.0443986189,0.7338312499999999,0.7723853800000001,0.00146231250000001,0.0031828887500000105
model3-w3_phys_cfs_round3,tight,0.3,5000,0.0006,2195.036,2330.399840000001,7371.395231000196,10502.697,2173.1275,2268.9605300000003,0.21950360000000002,0.23303998400000006,0.7371395231000196,0.7243758333333333,0.7563201766666667,0.0015824285714285712,0.0033688964285714124
model3-w3_phys_cfs_round3,tight,0.4,5000,0.0002,2945.9215,3061.9036300000007,3865.3872900000024,10027.472,2921.6710000000003,3019.94801,0.29459215,0.3061903630000001,0.38653872900000025,0.73041775,0.7549870025000001,0.0019261666666666314,0.004044891666666669
model3-w3_phys_cfs_round3,tight,0.5,5000,0.0006,3655.0315,3780.1880499999997,4502.072979000366,13658.311,3631.7309999999998,3748.68957,0.36550315,0.37801880499999996,0.4502072979000366,0.7263462,0.749737914,0.0022347999999999956,0.0044842530000000205
model3-w3_phys_cfs_round3,tight,0.6,5000,0.0002,4232.487999999999,4412.74802,5352.870228000034,10025.845,4209.575000000001,4384.444590000001,0.4232488,0.44127480199999997,0.5352870228000034,0.7015958333333334,0.7307407650000001,0.002759187499999996,0.00512231250000001
model3-w3_phys_cfs_round3,tight,0.7,5000,0.0002,5108.1415,5301.92029,5479.596332000003,12745.46,5086.3475,5279.28338,0.51081415,0.5301920290000001,0.5479596332000003,0.7266210714285715,0.75418334,0.0034809999999999186,0.006478451666666621
model3-w3_phys_cfs_round3,tight,0.8,5000,0.0004,5855.0075,6060.65998,6617.838380000106,14762.057,5834.4259999999995,6035.33807,0.58550075,0.606065998,0.6617838380000105,0.7293032500000001,0.7544172587499999,0.005049250000000029,0.00791829000000017
model3-w3_phys_cfs_round3,tight,0.9,5000,0.0002,6522.756,6745.46648,7507.515121000032,10899.507,6502.4220000000005,6720.030350000001,0.6522756000000001,0.6745466480000001,0.7507515121000032,0.7224913333333334,0.7466700388888889,0.009926500000000262,0.015823424999999787
model3-w3_phys_cfs_round3,tight,0.94,5000,0.0,6813.734,7051.787790000001,8104.866747000001,9033.89,6793.607,7028.18648,0.6813734,0.7051787790000001,0.8104866747,0.7227241489361702,0.7476794127659574,0.01668124999999994,0.02566665833333303
model3-w3_phys_cfs_round3,soft,0.1,5000,0.0,7337.5665,7599.170940000002,8553.721780000003,11356.19,7243.174,7532.048840000001,0.073375665,0.07599170940000001,0.08553721780000004,0.7243174,0.7532048840000002,0.0003422555555555542,0.0013763217222222208
model3-w3_phys_cfs_round3,soft,0.2,5000,0.0002,14538.768,14894.71562,16330.456250000032,100078.327,14409.237000000001,14805.72254,0.14538768000000002,0.1489471562,0.1633045625000003,0.72046185,0.7402861270000001,0.00045221875000000297,0.0015821569374999994
model3-w3_phys_cfs_round3,soft,0.3,5000,0.0,21825.016499999998,22237.866,23809.65162800005,32545.014,21686.34,22155.466020000003,0.218250165,0.22237866,0.2380965162800005,0.722878,0.7385155340000001,0.0005636249999999953,0.0018842380714285793
model3-w3_phys_cfs_round3,soft,0.4,5000,0.0,28528.775,29205.09446,31290.559361000007,35511.743,28403.21,29148.74194,0.28528775,0.2920509446,0.3129055936100001,0.71008025,0.7287185485000001,0.0005371208333333471,0.0020520141666666727
model3-w3_phys_cfs_round3,soft,0.5,5000,0.0,36474.246,37111.48755,38337.548504000035,44943.222,36351.473,37023.96075,0.36474246,0.3711148755,0.3833754850400003,0.72702946,0.7404792150000001,0.0006319650000000184,0.00248994089999995
model3-w3_phys_cfs_round3,soft,0.6,5000,0.0,43473.451,44146.70294,45138.81028500001,50726.922,43398.6115,44068.51503,0.43473450999999996,0.4414670294,0.4513881028500001,0.7233101916666667,0.7344752505000001,0.0007121750000000247,0.0029869343749999743
model3-w3_phys_cfs_round3,soft,0.7,5000,0.0,50611.489499999996,51448.23738,52297.748551000026,53243.024,50550.622,51393.16624,0.5061148950000001,0.5144823738,0.5229774855100002,0.7221517428571429,0.7341880891428572,0.0005362250000000131,0.003825350833333332
model3-w3_phys_cfs_round3,soft,0.8,5000,0.0,56396.936499999996,57358.74687,57920.89206300004,59226.657,56343.135500000004,57300.59422,0.563969365,0.5735874687,0.5792089206300004,0.70428919375,0.71625742775,0.0007763750000000073,0.005663998250000001
model3-w3_phys_cfs_round3,soft,0.9,5000,0.0,65112.691999999995,65991.57029999999,66825.99442100005,68319.019,65084.880000000005,65952.72779,0.65112692,0.6599157029999999,0.6682599442100007,0.7231653333333333,0.7328080865555555,0.0013164749999998093,0.002791559499999916
model3-w3_phys_cfs_round3,soft,0.94,5000,0.0,68295.111,69316.64771,70394.58294400001,71346.637,68264.119,69280.1036,0.6829511100000001,0.6931664770999999,0.7039458294400002,0.7262140319148935,0.7370223787234043,0.0023782083333335324,0.005033859999999029
