model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model3-w2_sib_res_round2,soft,0.1,5000,1.0,102520.4035,105341.55794,107521.667262,107911.749,12888.366,15300.539200000001,1.025204035,1.0534155794,1.07521667262,1.2888366,1.53005392,0.49752900833333336,0.503649103388889
model3-w2_sib_res_round2,soft,0.2,5000,1.0,104886.7885,109118.08908000002,111253.47004800009,118343.948,25619.376,29479.418950000003,1.048867885,1.0911808908,1.112534700480001,1.2809688000000001,1.4739709475,0.4944915562500001,0.50471892625
model3-w2_sib_res_round2,soft,0.3,5000,1.0,108082.912,112980.62446,115806.90502400004,118595.585,38501.46,43265.85658000001,1.08082912,1.1298062446000001,1.1580690502400004,1.283382,1.4421952193333336,0.49644119642857143,0.5082385365
model3-w2_sib_res_round2,soft,0.4,5000,1.0,110357.628,115300.37121000001,118577.98563000004,121447.24,50417.729999999996,55406.05577,1.10357628,1.1530037121,1.1857798563000004,1.2604432499999998,1.38515139425,0.49825552083333335,0.5045379913333332
model3-w2_sib_res_round2,soft,0.5,5000,1.0,121794.6435,131711.00019999998,138401.26229700015,142849.166,71816.7385,81596.98601,1.217946435,1.317110002,1.3840126229700016,1.43633477,1.6319397201999999,0.49878764500000006,0.5051163013000001
model3-w2_sib_res_round2,soft,0.6,5000,1.0,136710.1085,149581.33378,155413.39686900005,202676.121,97357.2475,109993.08050000003,1.3671010849999998,1.4958133378,1.5541339686900004,1.6226207916666666,1.8332180083333338,0.4916598687499999,0.4988563261249999
model3-w2_sib_res_round2,soft,0.7,5000,1.0,138444.9645,156538.18682,159737.27627600008,163563.187,108819.8845,126875.51582000002,1.3844496450000001,1.5653818682000002,1.5973727627600005,1.5545697785714285,1.8125073688571431,0.4925081916666668,0.5015421524999999
model3-w2_sib_res_round2,soft,0.8,5000,1.0,128286.8825,139512.35518,142937.43014600003,145807.849,108443.74650000001,119716.17131,1.282868825,1.3951235518000003,1.4293743014600002,1.35554683125,1.4964521413750003,0.4925039499999999,0.5070729362500004
model3-w2_sib_res_round2,soft,0.9,5000,1.0,146173.378,164071.24038,167781.47209999998,168544.889,136689.565,154528.66064,1.4617337799999999,1.6407124038,1.6778147209999998,1.5187729444444442,1.7169851182222222,0.4722162499999991,0.5012484799999997
model3-w2_sib_res_round2,soft,0.94,5000,1.0,150297.8295,162549.90495000003,168539.0101440001,169911.377,145085.205,157250.08565,1.5029782950000001,1.6254990495000001,1.6853901014400008,1.5434596276595745,1.6728732515957445,0.43308225000000067,0.4728425433333355
