model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model3_smoke,tight,0.1,5000,0.0154,735.6155,10014.22425,12049.569275000014,40011.965,727.0895,1162.2911500000002,0.07356155,1.0014224250000001,1.2049569275000014,0.7270894999999999,1.1622911500000004,0.00044813888888888995,0.48180949944444457
model3_smoke,tight,0.2,5000,0.006,1411.583,1664.3409400000007,10038.247019999999,12880.027,1403.5565000000001,1623.3234300000013,0.1411583,0.16643409400000006,1.003824702,0.70177825,0.8116617150000006,0.0004959999999999951,0.001186089375000006
model3_smoke,tight,0.3,5000,0.0118,2665.692,10011.618540000001,10977.725305,15548.219,2656.4275,3041.9,0.2665692,1.001161854,1.0977725305,0.8854758333333334,1.0139666666666667,0.0006454642857142972,0.4885575421428571
model3_smoke,tight,0.4,5000,0.0056,3320.2635,3479.924990000002,11067.408882000007,21942.883,3298.9575,3453.63256,0.33202635,0.3479924990000002,1.1067408882000007,0.824739375,0.86340814,0.0016749583333333362,0.006726895833333459
model3_smoke,tight,0.5,5000,0.0062,3588.5025,3799.438810000002,11345.135049,13212.056,3568.165,3715.3577,0.35885025000000004,0.3799438810000002,1.1345135049,0.7136330000000001,0.7430715400000001,0.0018996000000000095,0.011280557000000068
model3_smoke,tight,0.6,5000,0.5228,10020.950499999999,10154.969780000005,11608.922288000067,16905.229,5997.9285,6302.44842,1.0020950499999999,1.0154969780000005,1.1608922288000068,0.9996547499999999,1.05040807,0.4674121875,0.5046218162499999
model3_smoke,tight,0.7,5000,0.0002,5057.1044999999995,5214.6453200000005,5672.068542000003,34007.274,5036.681500000001,5180.34667,0.50571045,0.5214645320000001,0.5672068542000003,0.7195259285714286,0.7400495242857142,0.0033163333333333564,0.004980295000000026
