#Fixed C = 10000
#T = 100000
#CPU Speed: 1
#PID: 8
#Cycles: 1060364
#Start: 114437833141
0 0	114437843593	10452	10407	-0.895480
0 1	114437944794	11653	11592	-0.883470
0 2	114438042773	9632	9587	-0.903680
0 3	114438142967	9826	9780	-0.901740
0 4	114438243112	9971	9527	-0.900290
0 5	114438343148	10007	9552	-0.899930
0 6	114438442134	8993	8938	-0.910070
0 7	114438542749	9608	9562	-0.903920
0 8	114438641715	8574	8518	-0.914260
0 9	114438742805	9664	9624	-0.903360
0 10	114438842873	9732	9632	-0.902680
0 11	114438944501	11360	11306	-0.886400
0 12	114439044491	11350	11292	-0.886500
0 13	114439142873	9732	9687	-0.902680
0 14	114439244635	11494	11436	-0.885060
0 15	114439342428	9287	9177	-0.907130
0 16	114439442013	8872	8826	-0.911280
0 17	114439542762	9621	9578	-0.903790
0 18	114439642692	9551	9453	-0.904490
0 19	114439743000	9859	9767	-0.901410
0 20	114439843385	10244	10203	-0.897560
0 21	114439944913	11772	11714	-0.882280
0 22	114440044824	11683	11630	-0.883170
0 23	114440144761	11620	11558	-0.883800
0 24	114440243591	10450	10395	-0.895500
0 25	114440342104	8963	8606	-0.910370
0 26	114440441519	8378	8345	-0.916220
0 27	114440541843	8702	8656	-0.912980
0 28	114440642479	9338	9293	-0.906620
0 29	114440742826	9685	9624	-0.903150
0 30	114440842194	9053	8948	-0.909470
0 31	114440942749	9608	9533	-0.903920
0 32	114441042308	9167	9110	-0.908330
0 33	114441143099	9958	9894	-0.900420
0 34	114441242956	9815	9582	-0.901850
0 35	114441342830	9689	9588	-0.903110
0 36	114441442998	9857	9745	-0.901430
0 37	114441542507	9366	9307	-0.906340
0 38	114441642790	9649	9610	-0.903510
0 39	114441742363	9222	9177	-0.907780
0 40	114441842731	9590	9548	-0.904100
0 41	114441942762	9621	9534	-0.903790
0 42	114442042924	9783	9691	-0.902170
0 43	114442142733	9592	9545	-0.904080
0 44	114442243075	9934	9524	-0.900660
0 45	114442342760	9619	9521	-0.903810
0 46	114442441707	8566	8526	-0.914340
0 47	114442542836	9695	9652	-0.903050
0 48	114442642777	9636	9592	-0.903640
0 49	114442742783	9642	9591	-0.903580
