#Fixed C = 20000
#T = 300000
#CPU Speed: 1
#PID: 10
#Cycles: 1145313
#Start: 114437834095
0 0	114437857841	23746	23684	-0.920847
0 1	114438154884	20789	20687	-0.930703
0 2	114438452876	18781	18668	-0.937397
0 3	114438754502	20407	20347	-0.931977
0 4	114439057179	23084	23030	-0.923053
0 5	114439353832	19737	19649	-0.934210
0 6	114439657508	23413	23373	-0.921957
0 7	114439958280	24185	24142	-0.919383
0 8	114440256026	21931	21885	-0.926897
0 9	114440552820	18725	18690	-0.937583
0 10	114440853302	19207	19178	-0.935977
0 11	114441154168	20073	20039	-0.933090
0 12	114441454851	20756	20720	-0.930813
0 13	114441753602	19507	19452	-0.934977
0 14	114442054439	20344	20304	-0.932187
0 15	114442353832	19737	19639	-0.934210
0 16	114442655750	21655	21598	-0.927817
