model,scale,U,n,miss_count,miss_rate,tardiness_max_us,tardiness_mean_us,longest_consecutive_miss_run,alpha_p99,alpha_max,delta_p99,delta_max
model2_round3,soft,0.1,5000,1,0.0002,2118.0,2118.0,1,0.7358,1.2606,0.0013,0.4973
model2_round3,soft,0.2,5000,0,0.0,0.0,0.0,0,0.7234,0.7632,0.0016,0.0021
model2_round3,soft,0.3,5000,0,0.0,0.0,0.0,0,0.7376,0.7721,0.0004,0.0748
model2_round3,soft,0.5,5000,1,0.0002,26.8,26.8,1,0.9881,1.0023,0.0005,0.4991
model2_round3,tight,0.1,5000,3,0.0006,11629.6,4031.5,2,0.7554,1.3666,0.0013,1.1257
model2_round3,tight,0.2,5000,1652,0.3304,6511.0,269.3,1652,1.3661,1.4322,0.4814,0.8618
model2_round3,tight,0.3,5000,5000,1.0,4911.1,24.1,5000,1.1089,1.254,0.4868,0.8311
model2_round3,tight,0.4,5000,1,0.0002,2099.4,2099.4,1,0.7334,1.3526,0.0018,0.5574
model2_round3,tight,0.5,5000,1,0.0002,7898.3,7898.3,1,0.7512,1.2055,0.0023,1.1871
