model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model3-w2_sib_res_round4,tight,0.1,5000,0.9996,10158.645,20040.650560000002,25599.656567000904,50041.506,1409.054,2091.312920000002,1.0158645000000002,2.004065056,2.5599656567000904,1.4090539999999998,2.091312920000002,0.48324611111111115,0.9970791344444444
model3-w2_sib_res_round4,tight,0.2,5000,1.0,10893.929,20720.615710000005,27994.15730100029,30482.033,2961.8885,4584.28528,1.0893929,2.0720615710000003,2.7994157301000286,1.4809442499999999,2.2921426400000002,0.48768262500000004,1.00569929625
model3-w2_sib_res_round4,tight,0.3,5000,0.9998,10663.0065,20502.852750000002,23487.944872000007,26810.928,4188.1945,6523.38831,1.06630065,2.050285275,2.3487944872000006,1.3960648333333334,2.1744627700000003,0.4542178571428571,1.0160690714285714
model3-w2_sib_res_round4,tight,0.4,5000,0.9996,11660.6015,21505.982740000003,25269.512235000002,28995.99,5916.3735,9143.098770000002,1.1660601499999999,2.1505982740000005,2.5269512235000002,1.4790933750000002,2.2857746925000004,0.44820145833333336,1.0330653166666668
model3-w2_sib_res_round4,tight,0.5,5000,1.0,12687.753499999999,20608.53083,24457.18002700006,26456.457,7792.5775,10141.534270000004,1.2687753499999999,2.060853083,2.445718002700006,1.5585155,2.0283068540000007,0.48590115,1.045500830000001
model3-w2_sib_res_round4,tight,0.6,5000,1.0,12284.639500000001,16078.291850000005,20278.65260900001,26797.643,8405.5475,10682.570940000007,1.22846395,1.6078291850000006,2.0278652609000014,1.4009245833333335,1.7804284900000011,0.48406218749999996,0.8805946425000002
model3-w2_sib_res_round4,tight,0.7,5000,1.0,12713.570500000002,16973.01878,22064.494744000007,26185.365,9988.996,12191.142690000002,1.2713570500000002,1.697301878,2.2064494744000007,1.4269994285714285,1.7415918128571433,0.45481208333333345,0.9946558850000016
model3-w2_sib_res_round4,tight,0.8,5000,1.0,12398.533500000001,17711.639930000012,21594.204288000114,25350.073,10733.7215,13873.172580000008,1.2398533500000002,1.7711639930000012,2.1594204288000114,1.3417151875,1.734146572500001,0.32779912499999997,1.1703069250000007
model3-w2_sib_res_round4,tight,0.9,5000,1.0,12804.7965,17886.57464000001,21644.026691000076,24405.043,11917.917,14703.23962,1.2804796500000002,1.788657464000001,2.1644026691000073,1.3242129999999999,1.633693291111111,0.39347574999999957,2.2214849350000003
model3-w2_sib_res_round4,tight,0.94,5000,1.0,14250.7785,19192.44687,23506.710518000258,50514.366,13903.192,17233.253600000004,1.42507785,1.9192446869999997,2.350671051800026,1.4790629787234044,1.8333248510638305,0.10482708333333296,3.1270125583333344
model3-w2_sib_res_round4,soft,0.1,5000,1.0,103339.455,107324.14889,110835.27060800014,200114.317,13449.9565,15771.497380000004,1.0333945500000001,1.0732414889,1.1083527060800014,1.34499565,1.5771497380000004,0.49881695277777777,0.5179610052777779
model3-w2_sib_res_round4,soft,0.2,5000,1.0,204586.999,209545.50498,213090.81887400002,226794.676,44702.443,49062.54978000001,2.04586999,2.0954550498,2.1309081887400003,2.2351221499999996,2.4531274890000008,0.999251075,1.0157024229375
model3-w2_sib_res_round4,soft,0.3,5000,1.0,126827.157,206322.66931,211208.5754310001,218108.398,57359.597,66619.73101,1.26827157,2.0632266931,2.112085754310001,1.9119865666666667,2.220657700333333,0.4949235464285715,0.9995281667857142
model3-w2_sib_res_round4,soft,0.4,5000,1.0,119754.2525,129715.15418000001,138929.56862900016,214090.631,59927.527,69427.61649000001,1.197542525,1.2971515418000001,1.3892956862900017,1.4981881750000001,1.7356904122500005,0.49738210833333335,0.52351415975
model3-w2_sib_res_round4,soft,0.5,5000,1.0,120858.8985,129704.54198,135449.60854700004,143902.817,70763.2855,79347.82289000002,1.208588985,1.2970454197999999,1.3544960854700006,1.41526571,1.5869564578000004,0.5007034600000001,0.5245843416
model3-w2_sib_res_round4,soft,0.6,5000,1.0,137410.43050000002,157049.09511999998,200065.52835600017,207221.907,97324.63,116935.39531,1.374104305,1.5704909511999998,2.0006552835600013,1.6220771666666667,1.9489232551666669,0.49775556875000004,0.5406999058749998
model3-w2_sib_res_round4,soft,0.7,5000,1.0,125705.0675,136617.82703000007,149177.7322080002,154925.217,95827.8205,106519.55760000001,1.2570506750000001,1.3661782703000007,1.4917773220800021,1.3689688642857143,1.521707965714286,0.4968005833333334,0.5474889600000001
model3-w2_sib_res_round4,soft,0.8,5000,1.0,141031.52000000002,158787.70957,163992.648972,167308.992,121304.659,139025.58179999999,1.4103151999999999,1.5878770957000001,1.63992648972,1.5163082375,1.7378197725,0.48576034999999995,0.5652091462500004
model3-w2_sib_res_round4,soft,0.9,5000,1.0,146573.35700000002,155070.14763000002,161738.469577,166085.08,137261.1125,145566.70405,1.46573357,1.5507014763000002,1.61738469577,1.5251234722222224,1.617407822777778,0.46432377500000077,0.6512263415000008
model3-w2_sib_res_round4,soft,0.94,5000,1.0,150263.65899999999,163030.5078,167201.16483700025,172232.216,144893.12300000002,156705.7848400001,1.50263659,1.6303050780000001,1.6720116483700025,1.5414162021276598,1.6670828174468095,0.4345766666666665,0.7446919141666691
