#WCET = 30000
#Period = 300000
#Nice = 10
#Iterations = 17
#Scheduler: CFS (SCHED_OTHER)
#CPU Speed: 1
#PID: 10
#Cycles: 1038875
#Start: 118104070675
0 0	118104098195	27520	26799	-0.908267
0 1	118104396772	26097	25539	-0.913010
0 2	118104697262	26587	25819	-0.911377
0 3	118104999983	29308	26165	-0.902307
0 4	118105295950	25275	25021	-0.915750
0 5	118105597054	26379	25372	-0.912070
0 6	118105897298	26623	25730	-0.911257
0 7	118106198618	27943	26973	-0.906857
0 8	118106498614	27939	27030	-0.906870
0 9	118106800821	30146	29034	-0.899513
0 10	118107099229	28554	28386	-0.904820
0 11	118107397284	26609	26452	-0.911303
0 12	118107704766	34091	33994	-0.886363
0 13	118107999965	29290	29133	-0.902367
0 14	118108301833	31158	31029	-0.896140
0 15	118108598772	28097	27955	-0.906343
0 16	118108898962	28287	28140	-0.905710
