model,scale,confidence,U_safe,note,U_tested_max,margin_needed_at_U_tested_max
model3_sib_cfs_round3,soft,p99,0.1,breaks even at lowest tested U,0.94,1.12
model3_sib_cfs_round3,soft,p999,0.1,breaks even at lowest tested U,0.94,1.229
model3_sib_cfs_round3,tight,p99,0.94,safe across full tested range,0.94,0.713
model3_sib_cfs_round3,tight,p999,0.8607,interpolated crossing,0.94,0.727
