model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model3_sib_cfs_round3,tight,0.1,5000,0.0002,747.843,764.33946,794.5898540000002,16855.258,730.475,744.4720100000001,0.0747843,0.076433946,0.07945898540000002,0.730475,0.74447201,0.0009629999999999971,0.0014904694444444436
model3_sib_cfs_round3,tight,0.2,5000,0.0,1428.1635,1458.21309,1482.4038050000004,1503.81,1410.715,1438.5573100000001,0.14281635,0.14582130899999998,0.14824038050000005,0.7053575,0.719278655,0.001092937499999998,0.0013789712500000073
model3_sib_cfs_round3,tight,0.3,5000,0.0002,2121.331,2135.9373,2160.3470620000003,18982.339,2104.0969999999998,2117.9232599999996,0.2121331,0.21359373,0.2160347062,0.7013656666666666,0.7059744199999999,0.0012450714285714153,0.0015575714285714316
model3_sib_cfs_round3,tight,0.4,5000,0.0002,3406.819,3755.25905,3911.520024000001,10020.823,3372.87,3545.82124,0.3406819,0.375525905,0.3911520024000001,0.8432175,0.88645531,0.0030539166666666614,0.017817724166666642
model3_sib_cfs_round3,tight,0.5,5000,0.0006,3538.381,3664.89397,4161.143669000024,17388.481,3521.4145,3625.387030000001,0.3538381,0.36648939699999994,0.41611436690000236,0.7042829,0.7250774060000001,0.0017424999999999728,0.002645319000000043
model3_sib_cfs_round3,tight,0.6,5000,0.0002,4102.328,4130.55565,4194.5126210000035,14678.098,4085.5885,4111.69047,0.41023280000000006,0.413055565,0.4194512621000004,0.6809314166666667,0.6852817449999999,0.002167750000000012,0.0028340350000000043
model3_sib_cfs_round3,tight,0.7,5000,0.0002,4923.032999999999,4964.393590000001,5084.294294000002,14988.707,4905.5975,4946.2064199999995,0.4923033,0.496439359,0.5084294294000001,0.7007996428571429,0.7066009171428572,0.0028273333333333236,0.003499506666666715
model3_sib_cfs_round3,tight,0.8,5000,0.0002,6417.763,6964.18342,7182.634798000001,17222.44,6400.6785,6943.25794,0.6417763000000001,0.6964183420000001,0.7182634798000002,0.8000848125,0.8679072425000002,0.004275624999999991,0.005573547499999969
model3_sib_cfs_round3,tight,0.9,5000,0.0034,8565.5725,8658.6317,11825.488951000032,19148.763,8547.652999999998,8641.540210000001,0.85655725,0.86586317,1.1825488951000032,0.9497392222222221,0.9601711344444446,0.008908999999999652,0.010264940000000056
model3_sib_cfs_round3,tight,0.94,5000,0.0002,7018.3675,7125.59111,7266.713635000001,10985.583,7001.454,7108.74618,0.70183675,0.712559111,0.7266713635000001,0.7448355319148936,0.7562495936170213,0.01389666666666661,0.017181733333333653
model3_sib_cfs_round3,soft,0.1,5000,0.876,102464.022,103113.13831000001,103764.024053,4780926.224,13082.462,13726.1355,1.02464022,1.0311313831000002,1.03764024053,1.3082462,1.37261355,0.4965447333333333,0.49662649872222225
model3_sib_cfs_round3,soft,0.2,5000,0.9744,100048.25899999999,102045.15342,105453.415911,108219.245,20546.019500000002,22745.195440000003,1.00048259,1.0204515342,1.05453415911,1.0273009750000002,1.1372597720000002,0.496755640625,0.5003626896874999
model3_sib_cfs_round3,soft,0.3,5000,0.0,21149.290500000003,21600.09904,21843.73178100001,23514.959,21017.913,21453.51195,0.211492905,0.2160009904,0.21843731781000011,0.7005971,0.715117065,0.0011283321428571331,0.0016571205714285878
model3_sib_cfs_round3,soft,0.4,5000,0.9998,100298.6055,101618.86524000001,104521.526809,107382.506,40802.282,42086.07192000001,1.002986055,1.0161886524000001,1.04521526809,1.0200570500000001,1.0521517980000001,0.4958467458333334,0.4979769703333333
model3_sib_cfs_round3,soft,0.5,5000,1.0,103430.2395,103691.0638,104045.233242,105480.041,53438.274000000005,53935.692390000004,1.034302395,1.0369106380000002,1.0404523324200001,1.0687654800000002,1.0787138478,0.500221505,0.5015685016
model3_sib_cfs_round3,soft,0.6,5000,0.0,56015.5365,56846.27508,58436.05069000011,59911.725,55984.36350000001,56811.28645000001,0.560155365,0.5684627508,0.5843605069000011,0.933072725,0.9468547741666667,0.00034458125000005565,0.0006020773750000111
model3_sib_cfs_round3,soft,0.7,5000,0.0,49926.111000000004,51844.05638,53530.99886700011,69698.628,49872.3505,51805.84783,0.49926111,0.5184405638,0.5353099886700011,0.71246215,0.7400835404285715,0.000377166666666623,0.0035650081666666216
model3_sib_cfs_round3,soft,0.8,5000,0.0,58615.464,61955.89432,63171.67396000122,78565.78,58592.7975,61934.348540000006,0.58615464,0.6195589432,0.6317167396000122,0.73240996875,0.77417935675,0.0005300375000000713,0.004893464999999941
model3_sib_cfs_round3,soft,0.9,5000,0.0,85890.26000000001,86759.68873,88427.62676300005,97890.486,85870.039,86737.63334,0.8589026,0.8675968873,0.8842762676300006,0.9541115444444446,0.9637514815555556,0.0010037749999999507,0.0013018104999996433
model3_sib_cfs_round3,soft,0.94,5000,0.1496,85636.85399999999,112043.09114,122873.4975010002,127875.711,85615.4875,106978.63914,0.85636854,1.1204309114000002,1.2287349750100018,0.9108030585106384,1.1380706291489364,0.0017389583333339638,0.4512374775000006
