i,release_ns,start_ns,finish_ns,response_us,exec_cpu_us,miss
0,3401000000000,3401012013663,3401058127263,58127.263,25000.456,0
1,3401100000000,3401104014432,3401169412076,69412.076,25000.504,0
2,3401200000000,3401200081772,3401270130652,70130.652,25000.456,0
3,3401300000000,3401308012516,3401373829547,73829.547,25000.344,0
4,3401400000000,3401400047186,3401464946778,64946.778,25000.440,0
5,3401500000000,3401500119783,3401551313605,51313.605,25000.368,0
6,3401600000000,3401600013761,3401658262121,58262.121,25000.400,0
7,3401700000000,3401700013098,3401761402167,61402.167,25000.640,0
8,3401800000000,3401804014653,3401850078145,50078.145,25000.264,0
9,3401900000000,3401904009215,3401992933991,92933.991,25000.488,0
10,3402000000000,3402000037094,3402064865331,64865.331,25000.440,0
11,3402100000000,3402100039576,3402150294351,50294.351,25000.360,0
12,3402200000000,3402204016940,3402297504637,97504.637,25000.448,0
13,3402300000000,3402316110616,3402358161805,58161.805,25000.392,0
14,3402400000000,3402404008888,3402471465445,71465.445,25000.392,0
15,3402500000000,3402500917322,3402579317594,79317.594,25000.528,0
16,3402600000000,3402600018763,3402656966150,56966.150,25000.416,0
17,3402700000000,3402700016213,3402755710936,55710.936,25000.448,0
18,3402800000000,3402800016879,3402865621645,65621.645,25000.432,0
19,3402900000000,3402900019265,3402947476995,47476.995,25000.520,0
20,3403000000000,3403004031242,3403059379421,59379.421,25000.352,0
21,3403100000000,3403100030740,3403167202333,67202.333,25000.416,0
22,3403200000000,3403204027231,3403258207011,58207.011,25000.304,0
23,3403300000000,3403300053862,3403357341586,57341.586,25000.360,0
24,3403400000000,3403400027066,3403452512709,52512.709,25000.440,0
25,3403500000000,3403504142780,3403545269169,45269.169,25000.352,0
26,3403600000000,3403600017750,3403673460976,73460.976,25000.504,0
27,3403700000000,3403700037006,3403735320756,35320.756,25000.288,0
28,3403800000000,3403808012283,3403874155780,74155.780,25000.416,0
29,3403900000000,3403900022748,3403969684654,69684.654,25000.472,0
30,3404000000000,3404008034501,3404134114536,134114.536,25000.320,1
31,3404100000000,3404135290486,3404199816920,99816.920,25000.512,0
32,3404200000000,3404205028803,3404255591053,55591.053,25000.320,0
33,3404300000000,3404300035738,3404359963525,59963.525,25000.392,0
34,3404400000000,3404400049771,3404474617895,74617.895,25000.448,0
35,3404500000000,3404501353882,3404559812363,59812.363,25000.488,0
36,3404600000000,3404600017577,3404655316631,55316.631,25000.376,0
37,3404700000000,3404703748982,3404773243292,73243.292,25000.392,0
38,3404800000000,3404800020804,3404851185468,51185.468,25000.384,0
39,3404900000000,3404900014479,3404955920587,55920.587,25000.296,0
40,3405000000000,3405000251192,3405059771640,59771.640,25000.384,0
41,3405100000000,3405100048736,3405161752951,61752.951,25000.328,0
42,3405200000000,3405204542168,3405261534056,61534.056,25000.280,0
43,3405300000000,3405300971123,3405369230096,69230.096,25000.432,0
44,3405400000000,3405404010265,3405450018417,50018.417,25000.512,0
45,3405500000000,3405500112731,3405565107844,65107.844,25000.352,0
46,3405600000000,3405600030907,3405662166603,62166.603,25000.344,0
47,3405700000000,3405700038460,3405765757450,65757.450,25000.424,0
48,3405800000000,3405800041030,3405862748038,62748.038,25000.376,0
49,3405900000000,3405900044103,3405970767771,70767.771,25000.464,0
50,3406000000000,3406007799169,3406136587440,136587.440,25000.408,1
51,3406100000000,3406140008022,3406232050924,132050.924,25000.496,1
52,3406200000000,3406236011965,3406295090464,95090.464,25000.384,0
53,3406300000000,3406303742569,3406347312768,47312.768,25000.416,0
54,3406400000000,3406400011062,3406454842403,54842.403,25000.296,0
55,3406500000000,3406502587949,3406581891706,81891.706,25000.480,0
56,3406600000000,3406616006190,3406663870600,63870.600,25000.512,0
57,3406700000000,3406700014386,3406749202184,49202.184,25000.384,0
58,3406800000000,3406804011567,3406862569373,62569.373,25000.400,0
59,3406900000000,3406900012623,3406959618653,59618.653,25000.312,0
60,3407000000000,3407000367301,3407055879491,55879.491,25000.520,0
61,3407100000000,3407100683310,3407164227679,64227.679,25000.528,0
62,3407200000000,3407200043063,3407260171643,60171.643,25000.480,0
63,3407300000000,3407300159470,3407362395897,62395.897,25000.352,0
64,3407400000000,3407400012879,3407464913668,64913.668,25000.432,0
65,3407500000000,3407500031708,3407587280522,87280.522,25000.360,0
66,3407600000000,3407608006001,3407657273698,57273.698,25000.296,0
67,3407700000000,3407700042936,3407759742320,59742.320,25000.432,0
68,3407800000000,3407800011360,3407872524149,72524.149,25000.368,0
69,3407900000000,3407900012495,3407971870864,71870.864,25000.368,0
70,3408000000000,3408000695631,3408038229842,38229.842,25000.304,0
71,3408100000000,3408101657987,3408171641237,71641.237,25000.264,0
72,3408200000000,3408200012298,3408285871687,85871.687,25000.464,0
73,3408300000000,3408316007867,3408373681078,73681.078,25000.600,0
74,3408400000000,3408408098686,3408476916192,76916.192,25000.432,0
75,3408500000000,3408500080856,3408589675222,89675.222,25000.448,0
76,3408600000000,3408600046769,3408644194976,44194.976,25000.512,0
77,3408700000000,3408700039744,3408765892108,65892.108,25000.504,0
78,3408800000000,3408800012536,3408865396964,65396.964,25000.528,0
79,3408900000000,3408900012143,3408956100678,56100.678,25000.312,0
80,3409000000000,3409000057042,3409072022332,72022.332,25000.968,0
81,3409100000000,3409100015395,3409142092120,42092.120,25000.384,0
82,3409200000000,3409204011473,3409257136714,57136.714,25000.288,0
83,3409300000000,3409304012455,3409369357453,69357.453,25000.352,0
84,3409400000000,3409404007942,3409468611839,68611.839,25000.496,0
85,3409500000000,3409500073177,3409568667929,68667.929,25000.424,0
86,3409600000000,3409604012138,3409659221246,59221.246,25000.504,0
87,3409700000000,3409704010273,3409757228812,57228.812,25000.480,0
88,3409800000000,3409804041637,3409857598250,57598.250,25000.320,0
89,3409900000000,3409904013254,3409980670631,80670.631,25000.280,0
90,3410000000000,3410012032448,3410075584609,75584.609,25000.472,0
