i,release_ns,start_ns,finish_ns,response_us,exec_cpu_us,miss
114,3403280000000,3403280015870,3403285305917,5305.917,5000.464,0
115,3403300000000,3403316005027,3403333314081,33314.081,5000.496,1
116,3403320000000,3403336013885,3403345020503,25020.503,5000.272,1
117,3403340000000,3403352019989,3403358363266,18363.266,5000.320,0
118,3403360000000,3403360006175,3403365006466,5006.466,5000.272,0
119,3403380000000,3403380062813,3403385063784,5063.784,5000.560,0
120,3403400000000,3403412018075,3403426312228,26312.228,5000.344,1
121,3403420000000,3403428011870,3403440111008,20111.008,5000.624,1
122,3403440000000,3403444004904,3403449091868,9091.868,5000.344,0
123,3403460000000,3403464007313,3403473040938,13040.938,5000.424,0
124,3403480000000,3403480057032,3403485109206,5109.206,5000.392,0
125,3403500000000,3403516031237,3403541031977,41031.977,5000.392,1
126,3403520000000,3403541044888,3403547328273,27328.273,5000.392,1
127,3403540000000,3403547345528,3403560368546,20368.546,5000.400,1
128,3403560000000,3403560964144,3403569049523,9049.523,5000.304,0
129,3403580000000,3403584016924,3403589319306,9319.306,5000.384,0
130,3403600000000,3403612011056,3403633008444,33008.444,5000.384,1
131,3403620000000,3403633019707,3403641541623,21541.623,5000.376,1
132,3403640000000,3403643422300,3403648461236,8461.236,5000.480,0
133,3403660000000,3403660076952,3403665077970,5077.970,5000.648,0
134,3403680000000,3403680019614,3403685020384,5020.384,5000.488,0
135,3403700000000,3403704010921,3403721011085,21011.085,5000.440,1
136,3403720000000,3403732005460,3403744645473,24645.473,5000.408,1
137,3403740000000,3403744659984,3403749660458,9660.458,5000.456,0
138,3403760000000,3403764015198,3403769015969,9015.969,5000.408,0
139,3403780000000,3403780059917,3403785060407,5060.407,5000.472,0
140,3403800000000,3403804019882,3403813021605,13021.605,5000.480,0
141,3403820000000,3403820010732,3403833015759,13015.759,5000.336,0
142,3403840000000,3403844011222,3403857014274,17014.274,5000.456,0
143,3403860000000,3403860007464,3403872998876,12998.876,5000.312,0
144,3403880000000,3403880058951,3403885059569,5059.569,5000.264,0
145,3403900000000,3403904011212,3403913023639,13023.639,5000.352,0
146,3403920000000,3403920011102,3403933034760,13034.760,5000.472,0
147,3403940000000,3403940021904,3403949016043,9016.043,5000.320,0
148,3403960000000,3403960173159,3403975917491,15917.491,5000.480,0
149,3403980000000,3403987475027,3403995123404,15123.404,5000.344,0
150,3404000000000,3404000309250,3404007642441,7642.441,5000.360,0
151,3404020000000,3404023416730,3404031483718,11483.718,5000.328,0
152,3404040000000,3404040075877,3404061248870,21248.870,5000.376,1
153,3404060000000,3404061260557,3404078277615,18277.615,5000.488,0
154,3404080000000,3404084013966,3404108623086,28623.086,5000.368,1
155,3404100000000,3404112004842,3404121018244,21018.244,5000.320,1
156,3404120000000,3404121026651,3404130075675,10075.675,5000.488,0
157,3404140000000,3404140017868,3404145121871,5121.871,5000.440,0
158,3404160000000,3404160026525,3404165039375,5039.375,5000.544,0
159,3404180000000,3404180035822,3404185036601,5036.601,5000.672,0
160,3404200000000,3404208038673,3404217073401,17073.401,5000.336,0
161,3404220000000,3404220038338,3404233072955,13072.955,5000.472,0
162,3404240000000,3404240024797,3404246579907,6579.907,5000.448,0
163,3404260000000,3404260008496,3404265008875,5008.875,5000.360,0
164,3404280000000,3404280003994,3404285007645,5007.645,5000.352,0
165,3404300000000,3404300056881,3404305057395,5057.395,5000.400,0
166,3404320000000,3404320029484,3404329065533,9065.533,5000.296,0
167,3404340000000,3404340020135,3404345183030,5183.030,5000.464,0
168,3404360000000,3404360008178,3404365014860,5014.860,5000.448,0
169,3404380000000,3404380062840,3404385627787,5627.787,5000.304,0
170,3404400000000,3404404008686,3404421051999,21051.999,5000.352,1
171,3404420000000,3404424009272,3404448218204,28218.204,5000.496,1
172,3404440000000,3404450613324,3404469483853,29483.853,5000.328,1
173,3404460000000,3404472014140,3404479528495,19528.495,5000.448,0
174,3404480000000,3404484008862,3404489009569,9009.569,5000.384,0
175,3404500000000,3404500093362,3404505139681,5139.681,5000.368,0
176,3404520000000,3404520029240,3404529075160,9075.160,5000.312,0
177,3404540000000,3404540018915,3404545277451,5277.451,5000.432,0
178,3404560000000,3404560012645,3404565013320,5013.320,5000.504,0
179,3404580000000,3404580062620,3404585070158,5070.158,5000.560,0
180,3404600000000,3404600040320,3404605041578,5041.578,5000.576,0
181,3404620000000,3404620006324,3404625006854,5006.854,5000.496,0
182,3404640000000,3404640009509,3404645010000,5010.000,5000.464,0
183,3404660000000,3404660034950,3404665065646,5065.646,5000.480,0
184,3404680000000,3404680064774,3404685078759,5078.759,5000.696,0
185,3404700000000,3404700050296,3404709089673,9089.673,5000.424,0
186,3404720000000,3404720049427,3404726083117,6083.117,5000.304,0
187,3404740000000,3404740046397,3404749090204,9090.204,5000.496,0
188,3404760000000,3404760036551,3404769025715,9025.715,5000.320,0
189,3404780000000,3404780015099,3404785026284,5026.284,5000.728,0
190,3404800000000,3404800038347,3404805039566,5039.566,5000.304,0
191,3404820000000,3404820048828,3404829063142,9063.142,5000.352,0
192,3404840000000,3404840011321,3404845012195,5012.195,5000.528,0
193,3404860000000,3404860009779,3404865016293,5016.293,5000.400,0
194,3404880000000,3404880061337,3404885066460,5066.460,5000.312,0
195,3404900000000,3404901953279,3404906958841,6958.841,5000.624,0
196,3404920000000,3404920259999,3404933273410,13273.410,5000.336,0
197,3404940000000,3404940017955,3404952073200,12073.200,5000.304,0
198,3404960000000,3404960022468,3404973034799,13034.799,5000.760,0
199,3404980000000,3404980063267,3404985077181,5077.181,5000.520,0
200,3405000000000,3405004021504,3405017026611,17026.611,5000.768,0
201,3405020000000,3405020007259,3405033007606,13007.606,5000.344,0
202,3405040000000,3405040018012,3405057085243,17085.243,5000.416,0
203,3405060000000,3405064024118,3405075497324,15497.324,5000.328,0
204,3405080000000,3405080059117,3405085090558,5090.558,5000.376,0
205,3405100000000,3405104019610,3405113043380,13043.380,5000.264,0
206,3405120000000,3405120057042,3405133049341,13049.341,5000.360,0
207,3405140000000,3405140027669,3405153917371,13917.371,5000.520,0
208,3405160000000,3405160040078,3405174366853,14366.853,5000.304,0
209,3405180000000,3405180012579,3405185018652,5018.652,5000.496,0
210,3405200000000,3405204019141,3405213021703,13021.703,5000.336,0
211,3405220000000,3405224007415,3405233008610,13008.610,5000.320,0
212,3405240000000,3405240043902,3405245067839,5067.839,5000.592,0
213,3405260000000,3405260030673,3405269050779,9050.779,5000.424,0
214,3405280000000,3405280038850,3405285039989,5039.989,5000.272,0
215,3405300000000,3405300041669,3405305042735,5042.735,5000.392,0
216,3405320000000,3405320067781,3405325708218,5708.218,5000.352,0
217,3405340000000,3405340042856,3405349832204,9832.204,5000.520,0
218,3405360000000,3405360019188,3405373025215,13025.215,5000.392,0
219,3405380000000,3405380064083,3405385072389,5072.389,5000.312,0
220,3405400000000,3405424312510,3405429319064,29319.064,5000.344,1
221,3405420000000,3405436032338,3405449086498,29086.498,5000.784,1
222,3405440000000,3405449623796,3405461842558,21842.558,5000.448,1
223,3405460000000,3405468037014,3405474490978,14490.978,5000.424,0
224,3405480000000,3405484025528,3405489026290,9026.290,5000.296,0
225,3405500000000,3405504011211,3405513017013,13017.013,5000.408,0
226,3405520000000,3405520006772,3405533067755,13067.755,5000.328,0
227,3405540000000,3405540007335,3405553021393,13021.393,5000.416,0
228,3405560000000,3405560013064,3405573022811,13022.811,5000.432,0
229,3405580000000,3405580059327,3405585060505,5060.505,5000.544,0
230,3405600000000,3405604009236,3405613067156,13067.156,5000.392,0
231,3405620000000,3405620012518,3405633013289,13013.289,5000.352,0
232,3405640000000,3405640014200,3405653033946,13033.946,5000.384,0
233,3405660000000,3405664004251,3405675264160,15264.160,5000.280,0
234,3405680000000,3405680059321,3405685060179,5060.179,5000.504,0
235,3405700000000,3405704088921,3405713093667,13093.667,5000.328,0
236,3405720000000,3405720006312,3405733014467,13014.467,5000.512,0
237,3405740000000,3405740044280,3405753155371,13155.371,5000.376,0
238,3405760000000,3405760028763,3405773174124,13174.124,5000.520,0
239,3405780000000,3405780058155,3405785089179,5089.179,5000.296,0
240,3405800000000,3405804015128,3405813014331,13014.331,5000.392,0
241,3405820000000,3405820029696,3405833040091,13040.091,5000.424,0
242,3405840000000,3405840007060,3405853020190,13020.190,5000.296,0
243,3405860000000,3405860012430,3405871460813,11460.813,5000.264,0
244,3405880000000,3405880059668,3405885065390,5065.390,5000.432,0
245,3405900000000,3405904031864,3405913049826,13049.826,5000.288,0
246,3405920000000,3405924043082,3405933019934,13019.934,5000.320,0
247,3405940000000,3405940023280,3405950085545,10085.545,5000.304,0
248,3405960000000,3405960040520,3405992514965,32514.965,5000.384,1
249,3405980000000,3405992535316,3405998342887,18342.887,5000.328,0
250,3406000000000,3406012205468,3406029238992,29238.992,5000.320,1
251,3406020000000,3406037792935,3406050050993,30050.993,5000.600,1
252,3406040000000,3406064038341,3406090050332,50050.332,5000.368,1
253,3406060000000,3406090094089,3406095094707,35094.707,5000.272,1
254,3406080000000,3406099589920,3406144672559,64672.559,5000.336,1
255,3406100000000,3406148013555,3406153972164,53972.164,5000.280,1
256,3406120000000,3406156016352,3406169054669,49054.669,5000.448,1
257,3406140000000,3406172020323,3406180509510,40509.510,5000.440,1
258,3406160000000,3406181617299,3406186632140,26632.140,5000.368,1
259,3406180000000,3406187728761,3406195285076,15285.076,5000.480,0
260,3406200000000,3406209429454,3406220286072,20286.072,5000.480,1
261,3406220000000,3406224053343,3406230902827,10902.827,5000.432,0
262,3406240000000,3406240973826,3406247279372,7279.372,5000.384,0
263,3406260000000,3406260424665,3406266476300,6476.300,5000.520,0
264,3406280000000,3406284014405,3406290064328,10064.328,5000.384,0
265,3406300000000,3406316012578,3406328637388,28637.388,5000.528,1
266,3406320000000,3406340006763,3406353003475,33003.475,5000.376,1
267,3406340000000,3406353010450,3406358010996,18010.996,5000.528,0
268,3406360000000,3406364024298,3406371686822,11686.822,5000.416,0
269,3406380000000,3406384010292,3406390094044,10094.044,5000.432,0
270,3406400000000,3406406069401,3406428134709,28134.709,5000.344,1
271,3406420000000,3406429537645,3406442592945,22592.945,5000.520,1
272,3406440000000,3406448046948,3406461147413,21147.413,5000.472,1
273,3406460000000,3406472005550,3406490379615,30379.615,5000.392,1
274,3406480000000,3406492038462,3406533094944,53094.944,5000.432,1
275,3406500000000,3406536005041,3406557074489,57074.489,5000.464,1
276,3406520000000,3406557268596,3406583590302,63590.302,5000.480,1
277,3406540000000,3406588004504,3406593004922,53004.922,5000.408,1
278,3406560000000,3406600006508,3406613010139,53010.139,5000.448,1
279,3406580000000,3406613020674,3406624259314,44259.314,5000.528,1
280,3406600000000,3406632068309,3406645095699,45095.699,5000.336,1
281,3406620000000,3406645106386,3406651798664,31798.664,5000.272,1
282,3406640000000,3406661763591,3406674250042,34250.042,5000.352,1
283,3406660000000,3406676005426,3406688018741,28018.741,5000.352,1
284,3406680000000,3406688176242,3406693177317,13177.317,5000.488,0
285,3406700000000,3406704020504,3406713025176,13025.176,5000.336,0
286,3406720000000,3406720011227,3406737023424,17023.424,5000.360,0
287,3406740000000,3406740005077,3406746149481,6149.481,5000.416,0
288,3406760000000,3406764013068,3406770028529,10028.529,5000.416,0
289,3406780000000,3406780063987,3406785064718,5064.718,5000.312,0
290,3406800000000,3406816017378,3406821042579,21042.579,5000.408,1
291,3406820000000,3406824061909,3406829092621,9092.621,5000.320,0
292,3406840000000,3406840012139,3406845588926,5588.926,5000.432,0
293,3406860000000,3406860007644,3406872356840,12356.840,5000.312,0
294,3406880000000,3406880059346,3406888642671,8642.671,5000.432,0
295,3406900000000,3406904022861,3406913022917,13022.917,5000.584,0
296,3406920000000,3406920024143,3406934603795,14603.795,5000.312,0
297,3406940000000,3406940039359,3406953712361,13712.361,5000.520,0
298,3406960000000,3406963392227,3406972564169,12564.169,5000.272,0
299,3406980000000,3406980062352,3406985072490,5072.490,5000.424,0
300,3407000000000,3407001997901,3407011011613,11011.613,5000.384,0
301,3407020000000,3407020707183,3407030016794,10016.794,5000.480,0
302,3407040000000,3407044005950,3407053030174,13030.174,5000.424,0
303,3407060000000,3407064057084,3407073191020,13191.020,5000.320,0
304,3407080000000,3407080064383,3407085079496,5079.496,5000.336,0
305,3407100000000,3407104011770,3407115199446,15199.446,5000.344,0
306,3407120000000,3407120021460,3407127811720,7811.720,5000.448,0
307,3407140000000,3407140013150,3407157017524,17017.524,5000.416,0
308,3407160000000,3407160007240,3407176386576,16386.576,5000.416,0
309,3407180000000,3407180063645,3407185064527,5064.527,5000.552,0
310,3407200000000,3407204541196,3407213560148,13560.148,5000.496,0
311,3407220000000,3407220025258,3407231870137,11870.137,5000.264,0
312,3407240000000,3407240015764,3407253035058,13035.058,5000.360,0
313,3407260000000,3407264005997,3407278830872,18830.872,5000.448,0
314,3407280000000,3407281597058,3407286597709,6597.709,5000.376,0
315,3407300000000,3407317826895,3407326666699,26666.699,5000.344,1
316,3407320000000,3407328016015,3407343864803,23864.803,5000.264,1
317,3407340000000,3407348006656,3407353376346,13376.346,5000.416,0
318,3407360000000,3407362406760,3407367407507,7407.507,5000.304,0
319,3407380000000,3407380022772,3407389067139,9067.139,5000.424,0
320,3407400000000,3407404010686,3407411756332,11756.332,5000.464,0
321,3407420000000,3407420007792,3407427913532,7913.532,5000.344,0
322,3407440000000,3407440035320,3407451359026,11359.026,5000.488,0
323,3407460000000,3407460025458,3407477123329,17123.329,5000.504,0
324,3407480000000,3407480020987,3407485026093,5026.093,5000.488,0
325,3407500000000,3407504011532,3407517593020,17593.020,5000.632,0
326,3407520000000,3407524005054,3407545892182,25892.182,5000.408,1
327,3407540000000,3407548083200,3407575671083,35671.083,5000.304,1
328,3407560000000,3407580059799,3407585078200,25078.200,5000.344,1
329,3407580000000,3407587294521,3407592295371,12295.371,5000.464,0
330,3407600000000,3407620006269,3407635409489,35409.489,5000.776,1
331,3407620000000,3407638426770,3407643427285,23427.285,5000.456,1
332,3407640000000,3407644455215,3407658768492,18768.492,5000.280,0
333,3407660000000,3407664015934,3407669046854,9046.854,5000.360,0
334,3407680000000,3407680059181,3407685685173,5685.173,5000.480,0
335,3407700000000,3407704015440,3407717032007,17032.007,5000.304,0
336,3407720000000,3407720004932,3407736156236,16156.236,5000.424,0
337,3407740000000,3407744123036,3407749148092,9148.092,5000.352,0
338,3407760000000,3407760006398,3407765027167,5027.167,5000.488,0
339,3407780000000,3407780058228,3407785059126,5059.126,5000.400,0
340,3407800000000,3407804011167,3407822499752,22499.752,5000.456,1
341,3407820000000,3407832467310,3407838181744,18181.744,5000.384,0
342,3407840000000,3407844041136,3407855065406,15065.406,5000.392,0
343,3407860000000,3407864006091,3407869039283,9039.283,5000.400,0
344,3407880000000,3407880083609,3407885139103,5139.103,5000.320,0
345,3407900000000,3407904010054,3407917011157,17011.157,5000.392,0
346,3407920000000,3407920006145,3407933328626,13328.626,5000.504,0
347,3407940000000,3407940076453,3407953108698,13108.698,5000.456,0
348,3407960000000,3407960008003,3407991171993,31171.993,5000.368,1
349,3407980000000,3407992054861,3407999884678,19884.678,5000.496,0
350,3408000000000,3408002157043,3408011063330,11063.330,5000.360,0
351,3408020000000,3408020090169,3408029117752,9117.752,5000.520,0
352,3408040000000,3408046565544,3408052416528,12416.528,5000.392,0
353,3408060000000,3408060048111,3408074300497,14300.497,5000.488,0
354,3408080000000,3408080062655,3408089682165,9682.165,5000.440,0
355,3408100000000,3408100017251,3408111454302,11454.302,5000.472,0
356,3408120000000,3408128032881,3408133057105,13057.105,5000.392,0
357,3408140000000,3408140049444,3408153078041,13078.041,5000.448,0
358,3408160000000,3408160009408,3408169033679,9033.679,5000.280,0
359,3408180000000,3408184017519,3408189040824,9040.824,5000.368,0
360,3408200000000,3408200035617,3408205063705,5063.705,5000.472,0
361,3408220000000,3408224007082,3408233010947,13010.947,5000.392,0
362,3408240000000,3408240031939,3408245059387,5059.387,5000.336,0
363,3408260000000,3408260129278,3408269153189,9153.189,5000.296,0
364,3408280000000,3408280033526,3408287923186,7923.186,5000.368,0
365,3408300000000,3408313030335,3408319843485,19843.485,5000.312,0
366,3408320000000,3408327923413,3408339464961,19464.961,5000.752,0
367,3408340000000,3408340008979,3408355085229,15085.229,5000.368,0
368,3408360000000,3408360054986,3408369118758,9118.758,5000.480,0
369,3408380000000,3408380005646,3408385010032,5010.032,5000.504,0
370,3408400000000,3408408045850,3408417142668,17142.668,5000.464,0
371,3408420000000,3408420009345,3408433548747,13548.747,5000.320,0
372,3408440000000,3408440040143,3408445079503,5079.503,5000.296,0
373,3408460000000,3408460017546,3408465041283,5041.283,5000.472,0
374,3408480000000,3408480031138,3408485257365,5257.365,5000.296,0
375,3408500000000,3408512012321,3408527557923,27557.923,5000.336,1
376,3408520000000,3408527628750,3408550074104,30074.104,5000.264,1
377,3408540000000,3408550243957,3408568391933,28391.933,5004.312,1
378,3408560000000,3408572004102,3408581474798,21474.798,5000.376,1
379,3408580000000,3408585641170,3408599053133,19053.133,5000.280,0
380,3408600000000,3408620027244,3408637027530,37027.530,5000.400,1
381,3408620000000,3408637039018,3408646509074,26509.074,5000.520,1
382,3408640000000,3408647323875,3408672025459,32025.459,5002.080,1
383,3408660000000,3408677966173,3408682971279,22971.279,5000.448,1
384,3408680000000,3408682991285,3408687998175,7998.175,5000.472,0
385,3408700000000,3408704014745,3408713016409,13016.409,5000.440,0
386,3408720000000,3408720034354,3408733039681,13039.681,5000.368,0
387,3408740000000,3408740035811,3408753058153,13058.153,5000.368,0
388,3408760000000,3408760023845,3408773183898,13183.898,5000.512,0
389,3408780000000,3408780062956,3408785064166,5064.166,5000.440,0
390,3408800000000,3408804010991,3408813005177,13005.177,5000.496,0
391,3408820000000,3408820043272,3408833048335,13048.335,5000.376,0
392,3408840000000,3408840006683,3408853045217,13045.217,5000.488,0
393,3408860000000,3408860039378,3408873061049,13061.049,5000.504,0
394,3408880000000,3408880059138,3408885060685,5060.685,5000.384,0
395,3408900000000,3408904024948,3408917435448,17435.448,5000.360,0
396,3408920000000,3408920009904,3408933007504,13007.504,5000.264,0
397,3408940000000,3408940032200,3408953031839,13031.839,5000.312,0
398,3408960000000,3408964015425,3408973028881,13028.881,5000.304,0
399,3408980000000,3408980060640,3408985088553,5088.553,5000.424,0
400,3409000000000,3409002182073,3409011485789,11485.789,5000.312,0
401,3409020000000,3409020041492,3409033028205,13028.205,5000.304,0
402,3409040000000,3409043519080,3409064549659,24549.659,5000.376,1
403,3409060000000,3409068005783,3409077920329,17920.329,5000.304,0
404,3409080000000,3409084014025,3409089014715,9014.715,5000.320,0
405,3409100000000,3409128040072,3409138073730,38073.730,5000.296,1
406,3409120000000,3409140019150,3409151772810,31772.810,5000.336,1
407,3409140000000,3409160022879,3409169029311,29029.311,5000.272,1
408,3409160000000,3409172291504,3409177292346,17292.346,5000.456,0
409,3409180000000,3409180071293,3409185072127,5072.127,5000.464,0
410,3409200000000,3409216040978,3409229083727,29083.727,5000.360,1
411,3409220000000,3409235078534,3409244106237,24106.237,5000.424,1
412,3409240000000,3409244115748,3409257115412,17115.412,5000.472,0
413,3409260000000,3409260006894,3409269027933,9027.933,5000.344,0
414,3409280000000,3409280058820,3409285179390,5179.390,5000.440,0
415,3409300000000,3409316041585,3409329070574,29070.574,5000.376,1
416,3409320000000,3409332004438,3409341007231,21007.231,5000.296,1
417,3409340000000,3409344035272,3409357036951,17036.951,5000.640,0
418,3409360000000,3409360033939,3409369046995,9046.995,5000.760,0
419,3409380000000,3409380036612,3409385037974,5037.974,5000.272,0
420,3409400000000,3409416025200,3409429049286,29049.286,5000.512,1
421,3409420000000,3409432004540,3409441003782,21003.782,5000.320,1
422,3409440000000,3409441917943,3409450934223,10934.223,5000.448,0
423,3409460000000,3409460065175,3409469078047,9078.047,5000.376,0
424,3409480000000,3409480057473,3409485058419,5058.419,5000.520,0
425,3409500000000,3409501142216,3409518180372,18180.372,5000.304,0
426,3409520000000,3409524006757,3409535173250,15173.250,5000.456,0
427,3409540000000,3409540042078,3409545072230,5072.230,5000.736,0
428,3409560000000,3409560039599,3409565043985,5043.985,5000.784,0
429,3409580000000,3409580057263,3409585089967,5089.967,5000.464,0
430,3409600000000,3409608032831,3409625033158,25033.158,5000.360,1
431,3409620000000,3409628203565,3409641238562,21238.562,5000.408,1
432,3409640000000,3409641280184,3409646319911,6319.911,5000.768,0
433,3409660000000,3409660044933,3409669062045,9062.045,5000.408,0
434,3409680000000,3409680060934,3409685061783,5061.783,5000.328,0
