i,release_ns,start_ns,finish_ns,response_us,exec_cpu_us,miss
0,3401000000000,3401008085041,3401077744556,77744.556,25000.400,0
1,3401100000000,3401104010256,3401159568348,59568.348,25000.424,0
2,3401200000000,3401204511495,3401270875008,70875.008,25000.328,0
3,3401300000000,3401300048321,3401358679566,58679.566,25000.544,0
4,3401400000000,3401404055314,3401453867296,53867.296,25000.400,0
5,3401500000000,3401504015063,3401558099786,58099.786,25000.472,0
6,3401600000000,3401604008921,3401655129476,55129.476,25000.336,0
7,3401700000000,3401704009643,3401754209390,54209.390,25000.280,0
8,3401800000000,3401800018596,3401849050896,49050.896,25000.496,0
9,3401900000000,3401900013486,3401950897449,50897.449,25000.392,0
10,3402000000000,3402002260907,3402146986070,146986.070,25000.448,1
11,3402100000000,3402160042022,3402195540868,95540.868,25000.504,0
12,3402200000000,3402204540255,3402279980502,79980.502,25000.328,0
13,3402300000000,3402300016845,3402379265714,79265.714,25000.384,0
14,3402400000000,3402400074451,3402480888674,80888.674,25000.448,0
15,3402500000000,3402500115818,3402578281794,78281.794,25000.296,0
16,3402600000000,3402604014099,3402665551470,65551.470,25000.504,0
17,3402700000000,3402704011830,3402762771234,62771.234,25000.432,0
18,3402800000000,3402804015176,3402865396645,65396.645,25000.280,0
19,3402900000000,3402904036520,3402958048288,58048.288,25000.280,0
20,3403000000000,3403000136059,3403035592156,35592.156,25000.432,0
21,3403100000000,3403100070369,3403135207841,35207.841,25000.360,0
22,3403200000000,3403200055484,3403273785978,73785.978,25000.320,0
23,3403300000000,3403304016281,3403366714794,66714.794,25000.272,0
24,3403400000000,3403404036897,3403458399857,58399.857,25000.352,0
25,3403500000000,3403500095335,3403559985996,59985.996,25000.288,0
26,3403600000000,3403604075394,3403660899726,60899.726,25000.592,0
27,3403700000000,3403716006482,3403775116862,75116.862,25000.512,0
28,3403800000000,3403800040592,3403873430750,73430.750,25000.264,0
29,3403900000000,3403904030347,3403987194550,87194.550,25000.368,0
30,3404000000000,3404012043117,3404107593942,107593.942,25000.464,1
31,3404100000000,3404108630166,3404149008855,49008.855,25000.536,0
32,3404200000000,3404200339443,3404266149659,66149.659,25000.376,0
33,3404300000000,3404300024595,3404374411043,74411.043,25000.384,0
34,3404400000000,3404400026564,3404457251413,57251.413,25000.320,0
35,3404500000000,3404500016991,3404561338841,61338.841,25000.288,0
36,3404600000000,3404608005827,3404666094606,66094.606,25000.576,0
37,3404700000000,3404700021154,3404756480400,56480.400,25000.280,0
38,3404800000000,3404804013077,3404854365485,54365.485,25000.504,0
39,3404900000000,3404900036989,3404968732427,68732.427,25000.368,0
40,3405000000000,3405000339970,3405063550359,63550.359,25000.752,0
41,3405100000000,3405100066463,3405159006383,59006.383,25000.424,0
42,3405200000000,3405200037571,3405257802589,57802.589,25000.392,0
43,3405300000000,3405300042492,3405347775916,47775.916,25000.488,0
44,3405400000000,3405404139088,3405473422549,73422.549,25000.496,0
45,3405500000000,3405500060383,3405558537207,58537.207,25000.264,0
46,3405600000000,3405600014396,3405664825873,64825.873,25000.512,0
47,3405700000000,3405700019757,3405758734437,58734.437,25000.488,0
48,3405800000000,3405800023319,3405864216112,64216.112,25000.456,0
49,3405900000000,3405900060006,3405958550414,58550.414,25000.536,0
50,3406000000000,3406004061328,3406074788279,74788.279,25000.400,0
51,3406100000000,3406100058600,3406179469213,79469.213,25000.320,0
52,3406200000000,3406200660005,3406249416938,49416.938,25000.304,0
53,3406300000000,3406304040005,3406371928542,71928.542,25000.416,0
54,3406400000000,3406408091814,3406515985041,115985.041,25002.984,1
55,3406500000000,3406533107631,3406622740250,122740.250,25000.320,1
56,3406600000000,3406624265418,3406693554707,93554.707,25000.496,0
57,3406700000000,3406716015156,3406773723676,73723.676,25000.304,0
58,3406800000000,3406800014208,3406871348429,71348.429,25000.304,0
59,3406900000000,3406900031005,3406968255399,68255.399,25000.360,0
60,3407000000000,3407000161211,3407055594735,55594.735,25000.480,0
61,3407100000000,3407100068560,3407165338595,65338.595,25000.320,0
62,3407200000000,3407200044031,3407271773522,71773.522,25000.520,0
63,3407300000000,3407304162788,3407349356108,49356.108,25000.320,0
64,3407400000000,3407400035269,3407469827860,69827.860,25000.280,0
65,3407500000000,3407500102583,3407574343774,74343.774,25000.280,0
66,3407600000000,3407600033554,3407635498011,35498.011,25000.304,0
67,3407700000000,3407708018799,3407763105067,63105.067,25000.360,0
68,3407800000000,3407800028847,3407859592193,59592.193,25000.272,0
69,3407900000000,3407900039365,3407974169619,74169.619,25000.280,0
70,3408000000000,3408008015810,3408106641311,106641.311,25000.424,1
71,3408100000000,3408118297082,3408149957206,49957.206,25000.440,0
72,3408200000000,3408204565467,3408239629279,39629.279,25000.320,0
73,3408300000000,3408300038335,3408356550529,56550.529,25000.416,0
74,3408400000000,3408400037989,3408455869798,55869.798,25000.392,0
75,3408500000000,3408501323252,3408592517804,92517.804,25000.336,0
76,3408600000000,3408604286200,3408671163550,71163.550,25000.448,0
77,3408700000000,3408700015962,3408757765919,57765.919,25000.368,0
78,3408800000000,3408800040190,3408865350728,65350.728,25000.288,0
79,3408900000000,3408900042149,3408959409156,59409.156,25000.456,0
80,3409000000000,3409000663113,3409068821791,68821.791,25000.536,0
81,3409100000000,3409100041137,3409157925590,57925.590,25000.400,0
82,3409200000000,3409204529621,3409259796820,59796.820,25000.416,0
83,3409300000000,3409304040909,3409359285614,59285.614,25000.504,0
84,3409400000000,3409404090784,3409455382007,55382.007,25000.392,0
85,3409500000000,3409500990698,3409566441217,66441.217,25000.416,0
86,3409600000000,3409604030129,3409659533304,59533.304,25000.616,0
87,3409700000000,3409704012792,3409759482050,59482.050,25000.448,0
88,3409800000000,3409804014423,3409859245849,59245.849,25000.624,0
89,3409900000000,3409904031021,3409973598307,73598.307,25000.488,0
90,3410000000000,3410004033227,3410043179224,43179.224,25000.368,0
91,3410100000000,3410100203775,3410153486366,53486.366,25000.496,0
92,3410200000000,3410200058087,3410271213729,71213.729,25000.464,0
93,3410300000000,3410304017199,3410377019123,77019.123,25000.400,0
94,3410400000000,3410400034350,3410454541281,54541.281,25000.400,0
95,3410500000000,3410500022789,3410535375493,35375.493,25000.496,0
96,3410600000000,3410601142375,3410660903811,60903.811,25000.632,0
97,3410700000000,3410701871659,3410757558910,57558.910,25000.336,0
98,3410800000000,3410804013127,3410855306335,55306.335,25000.352,0
99,3410900000000,3410904023357,3410955850472,55850.472,25000.456,0
100,3411000000000,3411004032891,3411079672954,79672.954,25000.464,0
101,3411100000000,3411100024852,3411159744995,59744.995,25000.664,0
102,3411200000000,3411200029746,3411278182453,78182.453,25000.640,0
103,3411300000000,3411303425224,3411367417379,67417.379,25000.448,0
104,3411400000000,3411404422971,3411476081378,76081.378,25000.432,0
105,3411500000000,3411502696807,3411579094506,79094.506,25000.344,0
106,3411600000000,3411600012813,3411667041912,67041.912,25000.504,0
107,3411700000000,3411700050105,3411758182660,58182.660,25000.480,0
108,3411800000000,3411800024257,3411859129674,59129.674,25000.384,0
109,3411900000000,3411900014688,3411975714075,75714.075,25000.504,0
110,3412000000000,3412000126695,3412122217295,122217.295,25000.312,1
111,3412100000000,3412132065942,3412199003512,99003.512,25000.496,0
112,3412200000000,3412209029963,3412273726926,73726.926,25000.432,0
113,3412300000000,3412301658481,3412369244623,69244.623,25000.488,0
114,3412400000000,3412401028563,3412471640722,71640.722,25000.664,0
115,3412500000000,3412500036197,3412573753215,73753.215,25000.520,0
116,3412600000000,3412600021444,3412640397277,40397.277,25000.392,0
117,3412700000000,3412703670369,3412754668060,54668.060,25000.296,0
118,3412800000000,3412800013754,3412862552160,62552.160,25000.736,0
119,3412900000000,3412900014680,3412954179586,54179.586,25000.512,0
120,3413000000000,3413000540179,3413058348420,58348.420,25000.488,0
121,3413100000000,3413104009844,3413153439930,53439.930,25000.336,0
122,3413200000000,3413204528991,3413274121827,74121.827,25000.504,0
123,3413300000000,3413306993301,3413367739382,67739.382,25000.760,0
124,3413400000000,3413404020934,3413458081424,58081.424,25000.376,0
125,3413500000000,3413501320397,3413557567858,57567.858,25000.392,0
126,3413600000000,3413604009004,3413659371333,59371.333,25000.456,0
127,3413700000000,3413704011082,3413758717320,58717.320,25000.328,0
128,3413800000000,3413800046768,3413859524615,59524.615,25000.448,0
129,3413900000000,3413900060981,3413965486823,65486.823,25000.464,0
130,3414000000000,3414000408403,3414097973554,97973.554,25000.520,0
131,3414100000000,3414104021839,3414195156499,95156.499,25000.472,0
132,3414200000000,3414208041470,3414278463902,78463.902,25000.432,0
133,3414300000000,3414308969604,3414384629913,84629.913,25000.496,0
134,3414400000000,3414400038229,3414467315847,67315.847,25000.320,0
135,3414500000000,3414500923590,3414548970756,48970.756,25000.320,0
136,3414600000000,3414604017997,3414659360098,59360.098,25000.344,0
137,3414700000000,3414704010396,3414764349335,64349.335,25000.424,0
138,3414800000000,3414808021724,3414877203778,77203.778,25000.400,0
139,3414900000000,3414900063778,3414967440477,67440.477,25000.384,0
140,3415000000000,3415000349020,3415065458013,65458.013,25000.408,0
141,3415100000000,3415100045784,3415161562905,61562.905,25000.320,0
142,3415200000000,3415200069252,3415263925491,63925.491,25000.312,0
143,3415300000000,3415300031853,3415358151033,58151.033,25000.440,0
144,3415400000000,3415400032275,3415456109541,56109.541,25000.344,0
145,3415500000000,3415500253026,3415592915525,92915.525,25000.288,0
146,3415600000000,3415601986536,3415658212983,58212.983,25000.288,0
147,3415700000000,3415702325215,3415772395375,72395.375,25000.408,0
148,3415800000000,3415800042499,3415866496910,66496.910,25000.432,0
149,3415900000000,3415900031130,3415998245804,98245.804,25000.360,0
150,3416000000000,3416002303851,3416132464615,132464.615,25000.448,1
151,3416100000000,3416157281119,3416215486766,115486.766,25000.512,1
152,3416200000000,3416219403470,3416288819604,88819.604,25000.616,0
153,3416300000000,3416300047282,3416381257982,81257.982,25000.360,0
154,3416400000000,3416400030569,3416465535638,65535.638,25000.528,0
155,3416500000000,3416500036015,3416585376205,85376.205,25000.448,0
156,3416600000000,3416604012761,3416646965449,46965.449,25000.288,0
157,3416700000000,3416700028772,3416762575589,62575.589,25000.400,0
158,3416800000000,3416800016179,3416867391334,67391.334,25000.296,0
159,3416900000000,3416904009724,3416959001937,59001.937,25000.400,0
160,3417000000000,3417001472098,3417067054297,67054.297,25000.416,0
161,3417100000000,3417104011016,3417157805560,57805.560,25000.472,0
162,3417200000000,3417202354105,3417246905281,46905.281,25000.288,0
163,3417300000000,3417300013489,3417357029074,57029.074,25000.400,0
164,3417400000000,3417404010978,3417455529520,55529.520,25000.408,0
165,3417500000000,3417501139175,3417555542061,55542.061,25000.448,0
166,3417600000000,3417608035575,3417674161961,74161.961,25000.384,0
167,3417700000000,3417700015274,3417756884829,56884.829,25000.304,0
168,3417800000000,3417800035422,3417851240002,51240.002,25000.480,0
169,3417900000000,3417900060379,3417989562952,89562.952,25000.384,0
170,3418000000000,3418001184763,3418073712305,73712.305,25000.280,0
171,3418100000000,3418100057239,3418180661077,80661.077,25000.448,0
172,3418200000000,3418204553198,3418268332418,68332.418,25000.264,0
173,3418300000000,3418300038517,3418359707214,59707.214,25000.352,0
174,3418400000000,3418400038923,3418455415901,55415.901,25000.280,0
175,3418500000000,3418500065911,3418559755071,59755.071,25000.360,0
176,3418600000000,3418600046055,3418660990495,60990.495,25000.408,0
177,3418700000000,3418704010370,3418757638974,57638.974,25000.520,0
178,3418800000000,3418809042067,3418866841902,66841.902,25000.344,0
179,3418900000000,3418900011027,3418953420782,53420.782,25000.320,0
180,3419000000000,3419000668140,3419059554731,59554.731,25000.456,0
181,3419100000000,3419100184531,3419165096769,65096.769,25000.528,0
182,3419200000000,3419200052131,3419268210959,68210.959,25000.456,0
183,3419300000000,3419300038562,3419368847601,68847.601,25000.424,0
184,3419400000000,3419400045464,3419469626354,69626.354,25000.312,0
185,3419500000000,3419500062268,3419559751540,59751.540,25000.632,0
186,3419600000000,3419600030373,3419663451762,63451.762,25000.392,0
187,3419700000000,3419704014615,3419770921794,70921.794,25000.320,0
188,3419800000000,3419800057959,3419874877582,74877.582,25000.344,0
189,3419900000000,3419904031970,3419985456799,85456.799,25000.392,0
190,3420000000000,3420000755707,3420123529751,123529.751,25000.520,1
191,3420100000000,3420124567631,3420198198472,98198.472,25000.496,0
192,3420200000000,3420200944938,3420256567380,56567.380,25000.456,0
193,3420300000000,3420300028728,3420355497148,55497.148,25000.624,0
194,3420400000000,3420400043829,3420459205273,59205.273,25000.344,0
195,3420500000000,3420500084264,3420558875310,58875.310,25000.528,0
196,3420600000000,3420600021730,3420664349409,64349.409,25000.440,0
197,3420700000000,3420700021537,3420773386101,73386.101,25000.432,0
198,3420800000000,3420800013575,3420854405502,54405.502,25000.408,0
