model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model1_pooled,tight,0.1,20000,0.00015,754.142,788.7600699999999,933.1007220000009,22473.501,745.9590000000001,779.2147999999995,0.0754142,0.078876007,0.09331007220000011,0.745959,0.7792147999999995,0.00042188888888889173,0.0012037799999999935
model1_pooled,tight,0.2,20000,0.00015,1504.912,1562.9060599999998,1722.7107630000005,20893.371,1492.388,1550.65223,0.1504912,0.15629060599999997,0.17227107630000005,0.746194,0.775326115,0.00047862500000000097,0.0014205081250000028
model1_pooled,tight,0.3,20000,0.00315,2268.813,2382.6879999999996,10042.411123,35576.095,2248.6535000000003,2357.2502999999992,0.2268813,0.23826879999999998,1.0042411123,0.7495511666666668,0.7857500999999998,0.001381821428571438,0.0022855092857142732
model1_pooled,tight,0.4,20000,0.00185,2876.616,3050.4291899999994,10508.005787000002,10892.932,2867.8265,3024.789919999999,0.2876616,0.30504291899999997,1.0508005787000003,0.716956625,0.7561974799999996,0.0006410833333333131,0.0027056833333333557
model1_pooled,tight,0.5,20000,0.0002,3670.3415,3755.637099999999,3837.843902000001,20119.023,3650.388,3730.9393599999994,0.36703415,0.3755637099999999,0.3837843902000001,0.7300776,0.7461878719999999,0.0019106999999999972,0.0024384999999999767
model1_pooled,tight,0.6,20000,0.0034,4472.0465,4864.042099999999,11084.071363000003,12013.942,4454.886,4838.0312699999995,0.44720465,0.48640420999999984,1.1084071363000003,0.742481,0.8063385449999999,0.0021932500000000346,0.005051803749999916
model1_pooled,tight,0.7,20000,0.0001,5275.9490000000005,5404.37464,5495.920648,12857.517,5265.8814999999995,5392.9551,0.5275949,0.5404374639999999,0.5495920648,0.7522687857142858,0.7704221571428571,0.002545333333333322,0.0038143583333333985
model1_pooled,tight,0.8,20000,0.00175,6043.530500000001,6423.337349999999,10390.00525700001,34781.431,6034.5015,6397.98853,0.6043530500000001,0.6423337349999999,1.039000525700001,0.7543126875000001,0.7997485662499999,0.0018867499999998926,0.007905290000000016
model1_pooled,tight,0.9,20000,5e-05,6562.5565,6701.936650000001,6769.85716,24549.172,6549.6815,6690.863689999999,0.65625565,0.670193665,0.676985716,0.7277423888888889,0.7434292988888889,0.00806899999999996,0.011391549999999716
model1_pooled,tight,0.94,20000,0.0001,6860.7585,6993.68915,7069.508116,14333.898,6845.6825,6980.132559999999,0.6860758499999999,0.6993689150000001,0.7069508116,0.7282640957446809,0.7425672936170212,0.014880833333333687,0.019341883333333337
model1_pooled,soft,0.1,20000,0.00065,7430.565500000001,7737.45533,9988.716234,101560.102,7263.677,7668.652179999999,0.074305655,0.07737455329999998,0.09988716234,0.7263677,0.766865218,0.0003264277777777781,0.001416494666666665
model1_pooled,soft,0.2,20000,0.0,14227.88,14572.44025,14760.454074,20262.511,14206.412,14549.70283,0.14227879999999998,0.14572440250000002,0.14760454074,0.7103206,0.7274851415,0.00013029374999999846,0.00016271318749999772
model1_pooled,soft,0.3,20000,0.0001,21536.485,22619.34978,26016.065787000036,100049.427,21506.7905,22556.625899999988,0.21536485,0.2261934978,0.26016065787000037,0.7168930166666667,0.7518875299999996,0.00014933928571428102,0.0004621147857142851
model1_pooled,soft,0.4,20000,0.0,28432.3795,28959.15839,30116.173959000003,36710.899,28325.342,28841.47359,0.284323795,0.2895915839,0.30116173959000003,0.7081335500000001,0.72103683975,0.001301587500000005,0.0020534329999999964
model1_pooled,soft,0.5,20000,0.00015,35686.8825,38221.54251999997,42436.74213900002,115624.809,35577.167499999996,38125.41116999996,0.356868825,0.3822154251999997,0.42436742139000017,0.7115433499999999,0.7625082233999992,0.0005137649999999848,0.0024890531999999885
model1_pooled,soft,0.6,20000,0.0017,43099.72,47048.56443999999,102546.02518900004,107195.989,43072.239499999996,47005.78147999999,0.4309972,0.47048564439999985,1.0254602518900005,0.7178706583333333,0.7834296913333332,0.00028132500000001525,0.0008806252499999636
model1_pooled,soft,0.7,20000,5e-05,51153.857,51557.634679999996,52131.77591300001,652541.4,51102.84,51512.68941,0.51153857,0.5155763468,0.52131775913,0.7300405714285714,0.735895563,0.00034816666666665695,0.003951552833333346
model1_pooled,soft,0.8,20000,0.0,57343.8245,60959.38602,69745.1659760002,79999.745,57260.109,60920.56029999997,0.573438245,0.6095938602,0.6974516597600019,0.7157513625,0.7615070037499996,0.0011677499999999783,0.006166574249999994
model1_pooled,soft,0.9,20000,0.0,64191.4145,64671.665420000005,65013.552741,73829.771,64173.5755,64658.525819999995,0.641914145,0.6467166542000001,0.65013552741,0.7130397277777778,0.7184280646666666,0.000980999999999949,0.0014516549999997906
model1_pooled,soft,0.94,20000,0.00085,67332.16,70960.67889999998,79996.60981400005,108985.643,67308.6375,70914.66498999999,0.6733216,0.7096067889999998,0.7999660981400004,0.716049335106383,0.754411329680851,0.001911249999999806,0.003615167500001019
