model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model3-w4_phys_res_round4,tight,0.1,5000,0.0002,747.8395,779.1833300000002,819.2358200000147,17591.35,728.2049999999999,756.85447,0.07478394999999999,0.07791833300000002,0.08192358200000147,0.728205,0.7568544700000001,0.001067388888888887,0.0015536244444444465
model3-w4_phys_res_round4,tight,0.2,5000,0.0002,1440.8690000000001,1502.2775100000001,1671.8781660000056,10706.266,1418.2925,1479.66501,0.14408690000000002,0.15022775100000002,0.16718781660000057,0.7091462500000001,0.739832505,0.0013983749999999942,0.0016383150000000006
model3-w4_phys_res_round4,tight,0.3,5000,0.0002,2217.56,2299.2611500000003,2331.6297620000014,10100.385,2193.513,2271.9603700000002,0.221756,0.22992611500000001,0.23316297620000015,0.731171,0.7573201233333333,0.0016937499999999904,0.002025803571428595
model3-w4_phys_res_round4,tight,0.4,5000,0.0,2935.142,3192.19103,3316.347212000009,9997.865,2911.3485,3006.8001700000004,0.2935142,0.319219103,0.3316347212000009,0.727837125,0.7517000425000001,0.0018509166666666867,0.019766656666666667
model3-w4_phys_res_round4,tight,0.5,5000,0.0002,3627.6425,3787.108110000001,4289.146284000017,10053.619,3605.0365,3729.21606,0.36276425,0.3787108110000001,0.4289146284000017,0.7210073000000001,0.745843212,0.002182600000000002,0.002928432000000011
model3-w4_phys_res_round4,tight,0.6,5000,0.0002,4415.99,4572.1011100000005,4755.898838000013,18197.661,4393.996,4512.207920000001,0.4415990000000001,0.45721011100000003,0.47558988380000133,0.7323326666666667,0.7520346533333334,0.0026898749999999722,0.01972224750000001
model3-w4_phys_res_round4,tight,0.7,5000,0.0,5162.079,5286.42111,5377.174993000002,7499.274,5141.4529999999995,5264.496540000001,0.5162079,0.528642111,0.5377174993000001,0.7344932857142856,0.7520709342857144,0.0034195833333333214,0.004007348333333312
model3-w4_phys_res_round4,tight,0.8,5000,0.0002,5903.9545,6033.522220000001,6084.747349,38007.337,5881.361000000001,6009.87587,0.5903954499999999,0.603352222,0.6084747349,0.735170125,0.75123448375,0.005698999999999956,0.006571520000000017
model3-w4_phys_res_round4,tight,0.9,5000,0.0,6574.5575,6710.76706,6758.735139,7872.555,6553.944,6689.56034,0.65745575,0.671076706,0.6758735139000001,0.728216,0.7432844822222223,0.010220750000000181,0.012284669999999758
model3-w4_phys_res_round4,tight,0.94,5000,0.0004,6855.2325,7021.23367,7341.64519100001,13672.953,6831.275,6997.81065,0.68552325,0.702123367,0.7341645191000009,0.7267313829787234,0.7444479414893618,0.019672083333333222,0.027375949999999726
model3-w4_phys_res_round4,soft,0.1,5000,0.0,7305.1175,7575.18562,7858.590293000118,9702.614,7126.894,7387.108490000001,0.073051175,0.0757518562,0.07858590293000119,0.7126893999999999,0.7387108490000002,0.0009565388888888871,0.001358180555555554
model3-w4_phys_res_round4,soft,0.2,5000,0.0002,14622.462,15006.4567,15326.621383000018,102072.122,14441.890500000001,14803.676280000001,0.14622462,0.150064567,0.1532662138300002,0.722094525,0.7401838140000001,0.001092068749999993,0.001632525437499995
model3-w4_phys_res_round4,soft,0.3,5000,0.0,21844.489,22255.04803,22840.83721000001,34598.053,21659.3115,22059.25372,0.21844489,0.2225504803,0.2284083721000001,0.72197705,0.7353084573333334,0.00123629642857143,0.0020207957142857136
model3-w4_phys_res_round4,soft,0.4,5000,0.0,29327.369,29795.66961,30583.803055000004,33869.684,29135.552,29601.081560000002,0.29327369000000003,0.29795669610000003,0.30583803055000003,0.7283888000000001,0.740027039,0.0014912208333333335,0.0023395652499999934
model3-w4_phys_res_round4,soft,0.5,5000,0.0,36601.543999999994,37020.12552,38321.21680200001,52494.407,36420.253,36837.22847,0.36601543999999997,0.3702012552,0.38321216802000013,0.72840506,0.7367445694000001,0.0017904249999999592,0.00267906330000002
model3-w4_phys_res_round4,soft,0.6,5000,0.0,43753.485,44251.03702,45873.93135100024,64193.51,43713.657999999996,44167.02594,0.43753485000000003,0.4425103702,0.4587393135100024,0.7285609666666667,0.736117099,0.00036275625000002946,0.002845569124999961
model3-w4_phys_res_round4,soft,0.7,5000,0.0,51164.074,51676.919879999994,52585.93869600004,54194.5,50978.2785,51493.83053,0.51164074,0.5167691987999999,0.5258593869600003,0.7282611214285715,0.7356261504285715,0.002902275000000009,0.004747725333333294
model3-w4_phys_res_round4,soft,0.8,5000,0.0,57678.658,58483.75528,59802.858186000005,67607.525,57651.4985,58440.64053,0.57678658,0.5848375527999999,0.59802858186,0.72064373125,0.730508006625,0.00066431249999996,0.0008240514999999887
model3-w4_phys_res_round4,soft,0.9,5000,0.0,65201.742,66069.22924,67613.16700400005,73699.922,65176.014500000005,66040.15404000001,0.65201742,0.6606922923999999,0.6761316700400005,0.7241779388888889,0.7337794893333334,0.0013298500000000785,0.001566116500000004
model3-w4_phys_res_round4,soft,0.94,5000,0.0,68161.68549999999,68898.57905,70094.39147400002,71569.107,68134.618,68874.31917,0.681616855,0.6889857905,0.7009439147400002,0.7248363617021277,0.7327055230851064,0.002322416666667171,0.0026297041666664164
