model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model3-w4_phys_res_round1,tight,0.1,5000,0.0002,754.571,786.11353,798.810158,10389.896,732.084,763.15736,0.0754571,0.078611353,0.0798810158,0.732084,0.7631573600000001,0.001238611111111112,0.0014957372222222226
model3-w4_phys_res_round1,tight,0.2,5000,0.0002,1438.3,1494.09561,1539.225904000002,12359.11,1416.989,1471.5041299999998,0.14382999999999999,0.149409561,0.1539225904000002,0.7084945,0.735752065,0.0013440312499999932,0.0016182087500000051
model3-w4_phys_res_round1,tight,0.3,5000,0.0,2172.1555,2250.9200499999997,2337.6801770000006,9202.826,2150.431,2227.77203,0.21721555,0.22509200499999998,0.23376801770000008,0.7168103333333333,0.7425906766666667,0.0015768214285714391,0.0019133607142857005
model3-w4_phys_res_round1,tight,0.4,5000,0.0,2876.865,2984.3935,3051.498958000002,3832.753,2855.1555,2961.29102,0.28768649999999996,0.29843935,0.30514989580000024,0.7137888749999999,0.740322755,0.0018167499999999942,0.0023135983333333644
model3-w4_phys_res_round1,tight,0.5,5000,0.0,3582.662,3706.56063,3755.4708580000015,6780.856,3561.7745,3683.8109799999997,0.3582662,0.370656063,0.3755470858000001,0.7123549,0.736762196,0.002179200000000037,0.0026812310000000356
model3-w4_phys_res_round1,tight,0.6,5000,0.0002,4306.1785,4469.209870000001,4551.216427,12074.869,4285.219,4438.01122,0.43061784999999997,0.44692098700000005,0.45512164270000005,0.7142031666666667,0.7396685366666668,0.0026087499999999865,0.020913512500000023
model3-w4_phys_res_round1,tight,0.7,5000,0.0002,5003.5655,5186.4353,5265.616113000007,11349.97,4983.380999999999,5164.37913,0.50035655,0.51864353,0.5265616113000008,0.7119115714285714,0.7377684471428572,0.003467333333333348,0.004189050000000003
model3-w4_phys_res_round1,tight,0.8,5000,0.0004,5744.969999999999,5949.089310000001,6016.000663000038,13973.282,5724.550499999999,5928.7491199999995,0.574497,0.5949089310000001,0.6016000663000038,0.7155688124999999,0.74109364,0.005025249999999914,0.006305839999999991
model3-w4_phys_res_round1,tight,0.9,5000,0.0004,6389.117,6607.9805,6719.449051000001,13450.513,6368.950000000001,6581.90591,0.6389117,0.66079805,0.6719449051000002,0.7076611111111111,0.7313228788888889,0.010249000000000024,0.012217570000000198
model3-w4_phys_res_round1,tight,0.94,5000,0.0002,6714.841,6938.43119,7012.631276000004,11969.307,6694.818,6917.64202,0.6714841,0.693843119,0.7012631276000003,0.7122146808510639,0.7359193638297873,0.016670416666666674,0.0201259333333332
model3-w4_phys_res_round1,soft,0.1,5000,0.0,7270.035,7521.7968,7629.728011000002,8242.727,7093.813,7323.2572900000005,0.07270035,0.07521796800000001,0.07629728011000002,0.7093813,0.732325729,0.0009711305555555555,0.0013892116111111112
model3-w4_phys_res_round1,soft,0.2,5000,0.0,14380.561,14794.51828,15080.07922800014,25259.367,14204.681,14601.71881,0.14380561,0.14794518280000002,0.1508007922800014,0.71023405,0.7300859405,0.0010752531250000003,0.0015479627499999933
model3-w4_phys_res_round1,soft,0.3,5000,0.0,21459.9865,21963.81388,22138.059521000003,22175.779,21276.9755,21770.97952,0.214599865,0.2196381388,0.22138059521,0.7092325166666666,0.7256993173333333,0.0012605285714285726,0.0017896829285714282
model3-w4_phys_res_round1,soft,0.4,5000,0.0,28730.684500000003,29393.52428,29728.320243000006,30148.983,28550.3085,29192.36347,0.28730684500000003,0.29393524280000005,0.29728320243000006,0.7137577125000001,0.72980908675,0.0014604708333333443,0.0020717730000000068
model3-w4_phys_res_round1,soft,0.5,5000,0.0,36385.416,37138.83923,37445.98279200001,43783.841,36208.889,36935.00411,0.36385416000000004,0.3713883923,0.3744598279200001,0.72417778,0.7387000821999999,0.0017251699999999983,0.00244079430000001
model3-w4_phys_res_round1,soft,0.6,5000,0.0,42745.172999999995,43544.47517,43804.117168000004,43894.235,42681.4685,43471.78936,0.42745173000000003,0.4354447517,0.43804117168000006,0.7113578083333333,0.7245298226666667,0.00038226250000002437,0.002792542749999981
model3-w4_phys_res_round1,soft,0.7,5000,0.0,49832.519,50787.09276000001,52031.27647400003,58291.503,49772.831999999995,50702.339250000005,0.49832519,0.5078709276000001,0.5203127647400002,0.711040457142857,0.7243191321428573,0.0005755833333333916,0.003766258333333366
model3-w4_phys_res_round1,soft,0.8,5000,0.0,56923.2555,57973.967730000004,58474.67751200002,59490.548,56740.6215,57799.55159,0.5692325549999999,0.5797396773000001,0.5847467751200002,0.70925776875,0.722494394875,0.004386462500000016,0.006257011249999869
model3-w4_phys_res_round1,soft,0.9,5000,0.0,64017.791,65094.33876,66035.79678,76185.417,63990.093,65064.283480000006,0.64017791,0.6509433876,0.6603579678,0.7110010333333334,0.7229364831111111,0.0013907000000001062,0.0015552990000001602
model3-w4_phys_res_round1,soft,0.94,5000,0.0,66800.143,67938.98344,68772.42466,69080.166,66771.1235,67909.17409999999,0.66800143,0.6793898344,0.6877242466000001,0.7103311010638298,0.7224380223404255,0.0023820833333332604,0.00275928499999917
