#Fixed C = 50000
#T = 200000
#CPU Speed: 1
#PID: 9
#Cycles: 1099838
#Start: 115530326120
0 0	115530371006	44886	44528	-0.775570
0 1	115530571054	44934	44898	-0.775330
0 2	115530771130	45010	44961	-0.774950
0 3	115530971222	45102	45013	-0.774490
0 4	115531170987	44867	44829	-0.775665
0 5	115531370404	44284	44236	-0.778580
0 6	115531575079	48959	48917	-0.755205
0 7	115531771170	45050	45010	-0.774750
0 8	115531971596	45476	45445	-0.772620
0 9	115532170638	44518	44482	-0.777410
0 10	115532367350	41230	41088	-0.793850
0 11	115532571117	44997	44958	-0.775015
0 12	115532771329	45209	45102	-0.773955
0 13	115532972488	46368	46329	-0.768160
0 14	115533171297	45177	45029	-0.774115
0 15	115533373116	46996	46637	-0.765020
0 16	115533571875	45755	45629	-0.771225
0 17	115533773458	47338	47217	-0.763310
0 18	115533972623	46503	46413	-0.767485
0 19	115534173638	47518	47394	-0.762410
0 20	115534371336	45216	45089	-0.773920
0 21	115534574248	48128	48090	-0.759360
0 22	115534775845	49725	49672	-0.751375
0 23	115534975051	48931	48863	-0.755345
0 24	115535172096	45976	45845	-0.770120
0 25	115535373686	47566	47094	-0.762170
0 26	115535576166	50046	49956	-0.749770
0 27	115535776210	50090	50000	-0.749550
0 28	115535976187	50067	49973	-0.749665
0 29	115536176056	49936	49836	-0.750320
