#WCET = 40000
#Period = 200000
#Nice = -10
#Iterations = 50
#Scheduler: CFS (SCHED_OTHER)
#CPU Speed: 1
#PID: 9
#Cycles: 456703
#Start: 122390039143
0 0	122390073295	34152	17652	-0.829240
0 1	122390268056	28913	14041	-0.855435
0 2	122390470031	30888	14479	-0.845560
0 3	122390666862	27719	14991	-0.861405
0 4	122390868672	29529	14944	-0.852355
0 5	122391067974	28831	14727	-0.855845
0 6	122391268739	29596	14700	-0.852020
0 7	122391469987	30844	16000	-0.845780
0 8	122391671912	32769	15654	-0.836155
0 9	122391871647	32504	16024	-0.837480
0 10	122392073688	34545	17753	-0.827275
0 11	122392275688	36545	18830	-0.817275
0 12	122392476218	37075	17079	-0.814625
0 13	122392671910	32767	16565	-0.836165
0 14	122392869829	30686	15413	-0.846570
0 15	122393075326	36183	17685	-0.819085
0 16	122393271762	32619	15673	-0.836905
0 17	122393478380	39237	18461	-0.803815
0 18	122393668444	29301	15521	-0.853495
0 19	122393873341	34198	16078	-0.829010
0 20	122394076344	37201	17346	-0.813995
0 21	122394269876	30733	14895	-0.846335
0 22	122394468468	29325	13068	-0.853375
0 23	122394662861	23718	12775	-0.881410
0 24	122394869064	29921	15503	-0.850395
0 25	122395054770	15627	14875	-0.921865
0 26	122395254331	15188	15101	-0.924060
0 27	122395454940	15797	15307	-0.921015
0 28	122395655096	15953	15441	-0.920235
0 29	122395854572	15429	14936	-0.922855
0 30	122396064283	25140	19787	-0.874300
0 31	122396264098	24955	18778	-0.875225
0 32	122396459646	20503	17669	-0.897485
0 33	122396660346	21203	17609	-0.893985
0 34	122396860174	21031	20085	-0.894845
0 35	122397059579	20436	18841	-0.897820
0 36	122397253881	14738	14635	-0.926310
0 37	122397457490	18347	16108	-0.908265
0 38	122397654553	15410	14925	-0.922950
0 39	122397855365	16222	15361	-0.918890
0 40	122398055599	16456	15881	-0.917720
0 41	122398254620	15477	15379	-0.922615
0 42	122398455143	16000	15510	-0.920000
0 43	122398655740	16597	16080	-0.917015
0 44	122398855993	16850	16368	-0.915750
0 45	122399056911	17768	16779	-0.911160
0 46	122399255838	16695	16586	-0.916525
0 47	122399456496	17353	16862	-0.913235
0 48	122399656150	17007	16484	-0.914965
0 49	122399856443	17300	16785	-0.913500
