model,scale,U,n,miss_rate,R_p50,R_p99,R_p999,R_max,C_p50,C_p99,RoverD_p50,RoverD_p99,RoverD_p999,alpha_p50,alpha_p99,delta_p50,delta_p99
model3-w4_phys_res_round2,tight,0.1,5000,0.0006,724.1965,760.5946100000001,971.0789910004191,10024.901,703.28,738.4375100000001,0.07241965,0.076059461,0.09710789910004192,0.70328,0.73843751,0.0011408611111111118,0.0014132138888888867
model3-w4_phys_res_round2,tight,0.2,5000,0.0,1426.221,1628.1614700000002,1798.8967550000082,9672.051,1404.9415,1462.20537,0.1426221,0.16281614700000002,0.17988967550000082,0.70247075,0.731102685,0.0013114062499999975,0.013708855624999995
model3-w4_phys_res_round2,soft,0.1,5000,0.0064,7279.002,9677.655910000001,100462.49689300005,101427.943,7240.219,9634.556400000001,0.07279002000000001,0.09677655910000002,1.0046249689300004,0.7240219000000001,0.9634556400000001,0.00020778888888888913,0.0003462414999999968
model3-w4_phys_res_round2,soft,0.2,5000,0.0014,14576.855,16772.471080000025,100126.36548900002,102240.16,14533.3645,16727.135040000023,0.14576855,0.16772471080000026,1.00126365489,0.7266682250000001,0.8363567520000013,0.0002764749999999992,0.0003625466249999976
model3-w4_phys_res_round2,soft,0.3,5000,0.0004,21812.742,24968.07990000002,27334.562980000006,102385.971,21765.817000000003,24911.096890000023,0.21812742000000002,0.24968079900000018,0.27334562980000005,0.7255272333333334,0.8303698963333341,0.00033648928571427465,0.0004451708571428596
model3-w4_phys_res_round2,soft,0.4,5000,0.004,29280.6985,34557.38454000001,105586.13533100003,105833.26,29233.555,34510.70164000001,0.292806985,0.3455738454000001,1.0558613533100003,0.730838875,0.8627675410000002,0.0004004499999999856,0.000530425833333347
model3-w4_phys_res_round2,soft,0.5,5000,0.0,36384.053,42066.23849,47772.405233000034,49360.217,36336.663,41990.63130000001,0.36384053,0.4206623849,0.47772405233000037,0.72673326,0.8398126260000002,0.0004732800000000134,0.000630352400000034
model3-w4_phys_res_round2,soft,0.6,5000,0.0204,43782.029500000004,108639.69973000001,115634.27635200004,122211.0,43736.801,68854.49290000001,0.43782029499999997,1.0863969973,1.1563427635200005,0.7289466833333333,1.1475748816666669,0.0005677250000000186,0.497384520125
model3-w4_phys_res_round2,soft,0.7,5000,0.0034,51009.049499999994,58116.54744,109719.81797700003,110008.351,50963.109,58076.68209,0.510090495,0.5811654744,1.0971981797700001,0.7280444142857143,0.829666887,0.000799308333333344,0.0010520503333333266
model3-w4_phys_res_round2,soft,0.8,5000,0.0034,58113.792499999996,65846.71070000003,107497.06486200001,109525.911,58078.7865,65710.88179000001,0.5811379249999999,0.6584671070000002,1.0749706486200001,0.72598483125,0.8213860223750002,0.0009086124999999811,0.001471188750000038
model3-w4_phys_res_round2,soft,0.9,5000,0.0026,65467.3265,73656.26265,101197.70939500011,105162.918,65432.957500000004,73631.74771000001,0.654673265,0.7365626265,1.0119770939500012,0.7270328611111112,0.8181305301111113,0.0016992249999999332,0.002742146500000207
model3-w4_phys_res_round2,soft,0.94,5000,0.0034,68220.1385,75523.31949000002,109939.84917500005,113671.937,68188.386,75499.19523000003,0.682201385,0.7552331949000002,1.0993984917500004,0.7254083617021276,0.8031829279787236,0.0027895416666663853,0.004344630833333785
